Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Dorothy Martinez,Nurse,010 010,111 010,111 001,110 100,111 001,001 001,100 100,100 100,101 001,001 001,111 100,011 010,001 001,111 001
David Taylor,Admin,111 100,111 100,X,001 001,X,111 100,001 001,100 100,110 010,101 001,001 001,111 010,111 001,100 100
Liam Brown,Nurse,101 100,100 100,101 001,101 100,110 010,X,111 100,110 010,001 001,111 001,011 001,111 001,X,X
John Allen,Nurse,011 010,X,X,X,001 001,010 010,X,111 001,X,111 100,110 100,110 010,010 010,111 010
Henry Robinson,Doctor,110 100,X,011 010,101 100,111 001,011 010,101 001,111 001,001 001,111 100,111 010,010 010,001 001,110 100
Lucas Allen,Doctor,X,X,011 001,110 010,X,X,010 010,111 010,111 100,111 001,111 001,X,100 100,X
James Lewis,Admin,111 001,111 001,010 010,111 001,110 100,X,111 010,110 010,110 010,101 100,X,X,X,101 001
Margaret Anderson,Admin,111 001,010 010,X,111 010,X,111 001,110 010,X,X,001 001,100 100,100 100,010 010,X
John Scott,Nurse,111 010,010 010,X,X,111 100,010 010,101 001,001 001,X,001 001,010 010,X,100 100,X
Mary Lewis,Admin,111 001,100 100,111 010,011 001,110 010,010 010,011 010,011 001,001 001,100 100,111 010,X,111 100,111 001
Charlotte Williams,Nurse,111 100,X,X,010 010,001 001,011 010,111 100,111 010,101 001,110 100,X,101 001,011 010,111 100
Charles Smith,Doctor,X,001 001,X,X,X,X,X,001 001,100 100,110 100,111 010,111 001,111 100,111 100
Charles Hernandez,Nurse,111 100,X,111 100,X,111 010,110 100,001 001,001 001,111 100,100 100,111 010,110 010,X,X
Ava Allen,Nurse,X,111 100,001 001,X,X,X,X,X,100 100,X,111 100,010 010,011 010,X
Michael Smith,Admin,011 010,111 100,X,110 010,X,001 001,111 001,X,X,100 100,011 010,010 010,100 100,001 001
Jennifer Flores,Doctor,111 100,001 001,011 001,101 100,010 010,X,110 010,X,X,X,110 010,100 100,111 001,111 010
Dorothy Lewis,Doctor,X,111 001,111 001,100 100,010 010,X,011 001,110 100,111 001,100 100,001 001,011 010,111 010,001 001
James Wilson,Doctor,011 010,X,X,001 001,001 001,001 001,111 001,100 100,111 001,111 010,X,X,X,100 100
Margaret Thomas,Doctor,X,101 100,110 010,111 010,110 010,100 100,110 010,001 001,010 010,011 010,111 001,111 010,110 010,100 100
Evelyn Jones,Nurse,001 001,X,X,101 100,111 001,010 010,111 100,001 001,111 100,X,100 100,110 010,001 001,X
Barbara Martinez,Doctor,001 001,111 100,101 001,100 100,X,111 010,111 001,101 001,110 010,011 001,011 010,101 100,110 100,X
Thomas Moore,Nurse,X,010 010,X,001 001,100 100,011 001,111 010,X,111 100,X,X,111 100,010 010,001 001
Linda Lewis,Nurse,111 100,011 001,011 010,010 010,010 010,111 100,X,101 001,010 010,011 001,X,111 010,100 100,X
David Nguyen,Admin,110 010,010 010,111 001,001 001,110 010,111 100,X,110 100,011 010,X,X,X,011 010,100 100
Margaret Rodriguez,Admin,001 001,111 100,001 001,X,X,111 100,110 010,111 010,011 010,011 010,110 010,111 010,X,001 001
Barbara Jones,Admin,011 010,011 010,010 010,111 001,001 001,X,110 010,011 001,011 001,011 001,101 001,X,111 100,X
Noah Scott,Nurse,100 100,X,100 100,111 100,011 010,X,100 100,101 100,111 001,111 010,100 100,010 010,101 001,011 010
Linda Hernandez,Nurse,111 010,X,100 100,X,111 001,011 001,101 100,111 100,X,X,100 100,X,101 001,100 100
William Wilson,Nurse,110 100,100 100,111 100,010 010,011 001,011 001,010 010,011 010,001 001,X,010 010,011 010,010 010,010 010
Elizabeth Scott,Admin,001 001,110 100,110 010,111 010,100 100,100 100,100 100,110 100,010 010,111 001,101 001,101 100,101 001,001 001
Michael Davis,Doctor,X,110 100,101 001,111 010,110 100,X,001 001,X,100 100,010 010,010 010,101 100,111 010,111 001
Margaret Williams,Doctor,111 100,111 001,X,011 010,110 010,X,010 010,X,111 100,110 010,X,111 010,X,X
David Jackson,Admin,101 100,X,111 001,101 100,111 100,111 100,100 100,111 010,X,101 100,111 010,011 010,111 100,100 100
Linda Harris,Admin,111 100,111 100,101 001,111 010,100 100,111 100,111 001,100 100,111 001,001 001,X,111 100,111 001,101 100
Elizabeth Clark,Admin,011 010,010 010,011 001,110 100,111 010,111 100,X,111 010,011 001,X,X,111 001,X,100 100
Lucas King,Admin,110 100,111 100,111 001,101 100,010 010,010 010,111 001,111 001,111 010,110 100,011 001,001 001,X,X
Jennifer Hernandez,Admin,110 100,011 001,111 001,100 100,X,X,X,001 001,111 100,010 010,001 001,001 001,111 001,111 100
Margaret Lee,Doctor,X,X,X,111 010,111 001,111 001,111 100,111 001,010 010,111 010,100 100,111 001,100 100,X
Emma Johnson,Admin,111 010,X,111 010,X,001 001,X,110 010,X,001 001,111 001,X,010 010,101 001,100 100
Michael Miller,Doctor,100 100,X,X,001 001,011 010,100 100,111 100,X,101 001,X,X,111 001,X,100 100
Olivia Ramirez,Admin,111 010,101 100,010 010,111 001,101 100,011 001,110 100,X,X,010 010,101 001,X,100 100,101 001
Sophia King,Admin,111 010,X,X,111 010,110 010,100 100,111 001,100 100,X,010 010,X,110 010,100 100,011 010
John Torres,Doctor,101 100,001 001,X,X,110 100,X,X,X,111 010,001 001,011 001,001 001,001 001,010 010
Ava Garcia,Admin,X,X,010 010,X,010 010,100 100,111 001,001 001,001 001,100 100,X,101 100,011 001,011 001
William Thompson,Doctor,X,101 100,101 100,110 100,110 010,010 010,110 010,011 001,100 100,101 001,X,100 100,X,111 010
Linda Perez,Admin,X,X,001 001,010 010,110 010,X,100 100,X,111 010,X,111 100,010 010,X,100 100
Joseph Anderson,Admin,111 001,111 100,X,100 100,011 001,110 100,101 100,100 100,X,001 001,X,X,111 001,111 100
Harper Nguyen,Admin,111 010,100 100,100 100,X,X,111 010,111 001,011 001,011 001,010 010,111 100,X,001 001,111 010
Linda Garcia,Admin,111 001,010 010,110 100,010 010,111 100,X,100 100,X,011 010,100 100,111 100,001 001,011 010,101 100
Robert Miller,Doctor,111 001,111 001,110 100,111 001,X,111 100,010 010,111 010,100 100,X,111 001,111 010,011 010,X
Susan Young,Nurse,111 010,001 001,110 100,111 010,011 010,001 001,101 001,010 010,110 100,001 001,X,011 010,111 100,111 010
Sophia Thomas,Nurse,111 001,001 001,101 100,110 100,X,100 100,X,001 001,X,X,X,111 001,111 010,101 001
Emma Ramirez,Admin,011 001,011 010,X,111 010,100 100,101 001,111 001,101 100,110 100,X,101 100,010 010,110 100,011 001
Mia Torres,Admin,111 001,101 001,X,001 001,111 001,X,001 001,X,X,001 001,111 001,101 001,X,X
Charlotte Taylor,Admin,110 100,001 001,111 010,111 100,101 100,111 010,111 010,011 010,001 001,011 001,111 010,X,011 010,101 100
Sophia Nguyen,Admin,111 100,X,010 010,X,010 010,100 100,001 001,011 001,101 001,001 001,010 010,111 010,011 001,011 001
John King,Nurse,100 100,010 010,010 010,111 100,111 100,100 100,X,011 010,110 100,010 010,110 100,111 010,X,111 001
Linda Ramirez,Doctor,111 001,010 010,001 001,X,111 001,100 100,111 010,100 100,101 100,111 001,100 100,X,X,X
Evelyn Flores,Nurse,X,X,001 001,111 001,010 010,111 010,011 010,100 100,X,111 010,111 010,001 001,X,X
James King,Admin,001 001,001 001,110 100,010 010,011 001,X,001 001,111 010,101 001,111 100,X,011 001,110 010,X
Sophia Smith,Nurse,X,001 001,001 001,X,001 001,001 001,101 100,X,X,111 010,111 001,101 100,010 010,111 001
Ava Harris,Admin,110 010,X,011 001,101 100,111 010,100 100,100 100,111 100,111 100,X,010 010,111 001,100 100,100 100
David Wright,Doctor,001 001,X,001 001,010 010,101 001,111 001,001 001,101 001,111 001,001 001,010 010,X,101 001,X
Richard Miller,Doctor,111 100,111 100,X,010 010,010 010,010 010,111 100,100 100,001 001,001 001,011 001,X,111 100,X
Mary Davis,Admin,111 001,X,101 001,010 010,111 010,011 010,101 100,111 001,010 010,001 001,111 001,110 100,110 100,100 100
Benjamin Anderson,Doctor,010 010,111 100,111 010,X,X,111 001,111 100,111 100,001 001,101 001,101 001,110 100,X,001 001
Mary Allen,Nurse,010 010,101 001,111 010,010 010,001 001,011 001,111 010,111 001,111 100,101 100,001 001,100 100,011 010,X
Ava Scott,Admin,111 010,110 010,101 100,111 100,111 010,X,001 001,011 001,111 010,101 100,100 100,X,X,111 010
Ava Young,Nurse,110 010,011 010,100 100,101 100,010 010,010 010,101 001,011 001,100 100,100 100,100 100,111 001,X,011 001
Harper Brown,Doctor,001 001,111 001,100 100,100 100,X,110 100,010 010,010 010,011 010,X,111 100,001 001,010 010,X
Thomas Hernandez,Admin,X,111 010,X,X,X,110 100,001 001,X,010 010,X,001 001,011 010,101 001,111 100
Margaret Hill,Admin,100 100,101 100,111 001,011 001,001 001,001 001,001 001,100 100,100 100,110 100,010 010,100 100,100 100,010 010
Mia Robinson,Nurse,101 001,X,001 001,101 100,011 001,010 010,111 010,100 100,101 100,110 100,111 001,110 010,011 010,101 001
Olivia Sanchez,Nurse,101 100,111 100,111 100,011 010,X,X,X,111 100,101 001,111 010,010 010,X,111 001,111 010
Elijah Sanchez,Admin,111 001,111 100,010 010,111 100,X,X,110 010,011 001,010 010,X,100 100,011 010,110 010,111 001
Richard Hernandez,Admin,111 100,X,111 001,111 001,110 010,100 100,101 001,111 001,100 100,010 010,010 010,111 100,100 100,110 010
Michael Garcia,Nurse,X,001 001,010 010,001 001,011 010,101 100,110 100,010 010,101 001,111 010,X,100 100,011 010,X
Lisa Hernandez,Nurse,111 010,111 100,111 010,X,101 100,111 100,X,100 100,X,111 010,111 001,X,001 001,100 100
William Gonzalez,Nurse,110 100,X,111 010,101 001,111 100,100 100,111 010,010 010,011 001,110 100,X,111 001,X,X
David Flores,Nurse,111 100,111 010,010 010,101 001,001 001,101 001,100 100,001 001,101 001,010 010,111 001,100 100,110 100,100 100
David Hernandez,Doctor,010 010,010 010,010 010,X,010 010,100 100,111 010,100 100,X,X,X,111 100,111 010,X
Barbara White,Doctor,011 010,010 010,X,110 010,010 010,100 100,011 001,X,X,001 001,111 100,001 001,001 001,111 100
John Harris,Doctor,110 010,X,101 001,111 100,111 001,X,010 010,X,111 100,100 100,100 100,110 100,111 001,X
Richard Allen,Admin,111 001,011 001,X,X,X,010 010,010 010,X,111 010,100 100,X,010 010,010 010,101 100
Olivia Martin,Nurse,011 001,001 001,101 100,111 010,001 001,X,010 010,111 010,X,111 100,111 100,011 010,X,100 100
David Anderson,Nurse,111 010,111 100,011 010,100 100,111 001,001 001,111 010,111 100,100 100,X,101 001,111 010,011 010,X
Susan Torres,Doctor,X,011 001,100 100,011 010,X,011 001,010 010,001 001,110 010,001 001,110 010,010 010,100 100,111 100
Alexander Torres,Doctor,001 001,111 010,100 100,X,101 001,001 001,X,X,X,001 001,111 001,010 010,011 001,110 010
William Martinez,Admin,111 001,111 100,011 010,111 010,111 001,X,001 001,101 100,010 010,010 010,101 001,011 010,X,011 001
Lucas Scott,Admin,010 010,001 001,111 100,111 100,101 001,100 100,X,100 100,111 001,001 001,X,X,011 001,101 100
Elizabeth Miller,Admin,X,010 010,111 100,010 010,X,110 010,100 100,011 010,111 001,X,X,X,001 001,100 100
Barbara Thompson,Admin,X,101 100,100 100,110 010,111 010,110 010,100 100,111 100,X,X,X,111 001,111 100,111 100
Robert Ramirez,Doctor,111 100,111 100,100 100,X,111 100,110 100,110 010,111 100,X,111 100,011 001,111 100,X,100 100
Liam Jackson,Admin,010 010,010 010,100 100,111 100,011 010,111 010,X,X,111 010,011 001,111 100,001 001,111 010,101 001
Liam Lewis,Admin,X,X,110 010,011 010,101 001,111 100,X,001 001,010 010,011 010,111 100,011 010,111 010,111 001
Michael Robinson,Admin,X,X,011 001,011 001,001 001,X,X,X,110 010,101 100,X,111 010,101 100,X
Susan Walker,Doctor,101 100,111 100,X,110 010,110 100,X,X,X,111 010,100 100,X,101 001,010 010,011 010
James Williams,Admin,001 001,X,X,101 100,011 001,X,X,110 010,100 100,101 001,110 100,111 100,001 001,111 010
Patricia Brown,Nurse,X,X,110 100,111 001,110 100,100 100,111 010,100 100,100 100,X,111 100,X,100 100,X
Barbara Lopez,Nurse,X,110 010,100 100,X,X,110 010,101 001,101 100,101 100,111 001,010 010,X,101 001,X
Richard Flores,Admin,X,111 001,X,X,X,100 100,X,010 010,011 001,111 001,X,110 100,X,100 100
Richard Torres,Doctor,111 001,X,111 010,X,111 100,101 100,001 001,X,001 001,110 100,X,101 001,111 100,X
Liam Torres,Admin,X,010 010,X,100 100,001 001,111 100,001 001,111 100,010 010,X,001 001,X,110 100,101 100
Alexander Rodriguez,Doctor,111 100,111 100,110 010,111 010,011 010,101 100,011 010,101 001,100 100,010 010,101 001,011 001,100 100,011 001
John Gonzalez,Nurse,110 100,010 010,111 100,111 010,010 010,X,010 010,110 010,X,111 001,X,X,111 100,X
Emma Garcia,Doctor,011 001,111 010,111 010,001 001,X,111 100,010 010,001 001,X,010 010,X,011 001,X,X
Henry Gonzalez,Doctor,100 100,100 100,011 010,111 001,101 100,011 010,110 010,111 100,011 010,111 001,110 010,100 100,001 001,010 010
Barbara Anderson,Doctor,100 100,001 001,001 001,010 010,111 100,X,001 001,111 010,010 010,100 100,011 001,X,010 010,010 010
Richard Jones,Doctor,101 001,001 001,111 010,111 001,111 100,111 100,111 010,111 001,110 100,111 100,011 010,X,010 010,110 100
Robert Harris,Admin,110 100,X,111 010,101 100,110 010,110 010,001 001,X,011 001,111 010,111 100,111 100,X,111 010
William Torres,Doctor,111 100,011 010,110 100,X,011 001,X,101 001,001 001,100 100,011 010,X,111 010,X,101 001
Lisa Harris,Doctor,010 010,101 100,010 010,101 100,010 010,X,010 010,111 010,111 010,111 010,011 001,111 010,X,011 001
Emma Davis,Doctor,X,001 001,100 100,001 001,X,101 001,011 010,110 100,111 010,100 100,X,111 001,100 100,111 100
Thomas Hill,Doctor,X,111 100,100 100,101 001,X,100 100,001 001,001 001,110 010,010 010,111 010,110 010,X,110 100
Emma Allen,Admin,111 001,X,111 001,X,010 010,X,X,101 100,001 001,X,111 001,100 100,010 010,001 001
Lucas Nguyen,Nurse,001 001,111 010,111 010,111 010,100 100,111 010,X,100 100,100 100,101 001,011 010,010 010,111 001,110 100
Barbara Clark,Nurse,X,X,100 100,101 100,001 001,111 010,100 100,101 100,010 010,X,X,011 001,101 001,101 001
Joseph Young,Nurse,010 010,001 001,111 100,X,111 100,111 100,100 100,X,111 001,100 100,X,111 100,X,101 100
Charlotte Harris,Doctor,111 100,010 010,X,010 010,100 100,011 010,111 010,111 001,X,111 001,X,101 100,X,111 010
Charles Gonzalez,Admin,111 100,110 010,101 100,110 010,111 100,001 001,101 100,X,100 100,100 100,110 100,111 100,X,X
Henry Scott,Admin,011 010,X,011 001,011 010,111 010,001 001,X,111 100,X,X,X,X,100 100,X
Mary Nguyen,Nurse,001 001,010 010,111 100,X,X,001 001,101 100,111 001,011 001,111 001,100 100,X,011 010,X
Patricia Harris,Doctor,011 010,001 001,111 100,111 100,110 010,110 010,X,010 010,X,X,101 100,101 100,001 001,101 001
Alexander Harris,Admin,001 001,101 100,101 001,100 100,X,X,101 100,011 001,X,110 100,X,X,100 100,111 100
Barbara Sanchez,Doctor,110 100,100 100,100 100,111 010,001 001,101 001,X,110 010,100 100,110 010,100 100,010 010,111 100,X
Linda Brown,Doctor,111 010,101 100,X,100 100,X,X,111 010,101 100,111 010,010 010,100 100,101 001,101 001,110 010
Harper Clark,Nurse,111 010,111 001,101 001,X,001 001,X,011 010,X,111 100,111 001,100 100,010 010,X,101 100
William Sanchez,Doctor,111 010,010 010,111 010,101 100,110 100,X,110 100,110 100,011 001,111 001,010 010,X,110 100,X
Susan Moore,Doctor,X,011 001,101 100,011 001,101 001,101 100,111 010,101 100,X,100 100,111 010,001 001,X,101 001
Ava Anderson,Doctor,111 100,011 010,011 010,111 001,010 010,110 010,X,101 001,X,110 100,111 010,100 100,101 100,100 100
Susan Allen,Doctor,010 010,111 001,111 010,011 010,100 100,100 100,101 100,111 010,110 100,111 100,001 001,011 001,X,001 001
Dorothy Williams,Admin,X,110 100,001 001,011 010,111 010,001 001,111 010,X,010 010,010 010,010 010,111 001,110 100,X
Linda Taylor,Doctor,111 001,010 010,111 100,011 010,101 100,100 100,X,X,X,X,X,001 001,111 010,X
Lucas Walker,Admin,101 001,010 010,001 001,111 001,100 100,111 010,001 001,X,X,111 010,110 100,110 010,001 001,X
Noah Anderson,Nurse,X,110 010,010 010,110 010,110 100,010 010,010 010,111 010,011 010,X,101 001,X,010 010,X
Harper Taylor,Nurse,110 100,011 010,101 100,X,100 100,101 100,001 001,X,100 100,X,100 100,111 001,X,111 001
Sophia Young,Admin,101 001,111 010,001 001,101 001,X,011 010,110 010,111 001,X,111 100,X,111 010,010 010,X
Lisa Walker,Nurse,100 100,X,100 100,011 010,111 100,011 001,X,010 010,010 010,110 100,110 010,111 010,001 001,101 100
Margaret Gonzalez,Nurse,001 001,110 010,001 001,011 001,111 001,010 010,110 100,011 001,X,101 100,X,X,010 010,111 100
Benjamin Johnson,Nurse,X,011 010,X,100 100,101 001,111 010,011 001,111 010,111 010,100 100,X,100 100,X,010 010
Noah Wilson,Admin,010 010,111 001,111 010,111 010,111 001,X,001 001,111 010,X,X,110 100,111 001,X,111 010
Liam Harris,Nurse,011 001,111 010,010 010,100 100,111 010,011 010,010 010,111 001,100 100,100 100,111 010,111 001,111 001,110 010
Margaret Robinson,Admin,X,011 010,011 010,010 010,110 100,110 100,110 100,X,010 010,011 001,101 100,X,111 001,X
Margaret Brown,Nurse,111 010,101 100,X,101 001,111 100,110 010,111 001,010 010,X,011 010,100 100,X,X,100 100
Liam Miller,Doctor,X,X,001 001,111 001,111 001,110 010,X,010 010,X,101 100,010 010,X,110 010,101 001
Robert Nguyen,Nurse,101 100,X,111 001,X,111 001,101 100,011 010,101 001,111 001,011 010,X,010 010,011 001,001 001
Elizabeth Robinson,Admin,011 001,001 001,010 010,100 100,101 001,X,110 100,010 010,111 001,110 100,X,111 001,X,010 010
Ava Lee,Nurse,111 100,X,111 010,X,010 010,111 100,111 001,111 010,111 001,101 100,X,011 001,011 010,010 010
Linda White,Doctor,101 100,001 001,011 001,111 010,X,101 100,011 010,100 100,011 010,111 001,010 010,101 001,X,101 100
Benjamin Torres,Doctor,111 001,101 001,010 010,110 100,011 010,X,X,011 001,101 100,111 001,X,111 010,111 001,101 001
Benjamin Perez,Nurse,011 001,X,X,111 010,111 010,001 001,X,011 001,101 001,111 010,X,011 001,110 100,X
Patricia Thomas,Doctor,X,X,011 001,111 001,001 001,001 001,100 100,110 010,X,010 010,111 001,111 001,100 100,101 001
Charles Jackson,Doctor,110 010,101 001,101 100,010 010,111 010,110 010,101 001,001 001,011 010,X,111 010,X,111 100,111 001
Oliver Hernandez,Admin,111 001,100 100,010 010,X,111 010,100 100,110 010,X,001 001,111 001,001 001,111 100,001 001,011 010
Mia Perez,Doctor,111 010,X,111 001,011 001,010 010,X,X,110 010,111 010,101 100,001 001,110 010,010 010,111 010
Dorothy Jones,Nurse,X,X,111 100,001 001,010 010,001 001,001 001,111 010,110 100,X,100 100,111 100,100 100,111 010
Susan Lopez,Admin,001 001,001 001,110 100,011 010,111 001,100 100,X,X,X,X,111 010,111 001,111 001,110 010
William Hernandez,Admin,X,100 100,X,111 001,111 010,001 001,111 100,111 100,X,111 100,011 010,111 010,101 100,100 100
Thomas Garcia,Admin,110 010,101 100,001 001,011 001,X,X,111 001,X,X,X,X,101 100,011 001,111 100
Linda Rodriguez,Admin,101 100,111 100,011 010,111 010,001 001,X,001 001,111 001,110 010,010 010,X,111 010,010 010,100 100
Patricia Thompson,Admin,111 010,111 100,111 100,011 001,111 001,111 010,X,010 010,111 100,X,X,X,X,111 100
Alexander Hernandez,Doctor,010 010,010 010,011 001,X,100 100,111 100,X,100 100,001 001,001 001,010 010,X,101 100,X
Elizabeth Thompson,Nurse,X,010 010,111 100,001 001,001 001,111 001,X,111 001,100 100,111 100,X,X,110 100,101 001
Mia Lewis,Admin,011 001,101 100,010 010,X,111 100,X,X,X,001 001,111 100,111 010,110 100,011 010,X
Harper Garcia,Admin,111 100,111 100,100 100,010 010,011 010,001 001,101 100,101 001,X,X,111 001,100 100,110 010,111 100
Jennifer Garcia,Nurse,011 010,X,111 100,011 001,001 001,X,100 100,X,X,X,X,X,111 100,X
Noah Hill,Admin,X,101 100,111 010,011 001,111 100,111 100,111 100,111 100,100 100,110 100,001 001,011 010,011 001,010 010
Robert Martin,Doctor,101 100,011 001,100 100,010 010,111 001,001 001,X,111 001,101 100,100 100,001 001,X,101 001,100 100
Lisa Brown,Admin,111 100,111 001,101 001,X,101 100,010 010,111 010,111 100,111 100,X,011 001,X,X,111 100
Olivia Hernandez,Doctor,111 001,111 010,010 010,X,110 010,X,010 010,111 001,101 100,001 001,100 100,110 100,010 010,010 010
Evelyn Gonzalez,Nurse,011 010,010 010,111 100,X,110 010,101 100,X,X,111 001,X,011 010,101 100,011 010,111 010
Barbara Lee,Admin,111 001,X,X,111 100,001 001,111 010,111 001,110 010,111 100,111 001,100 100,110 010,X,110 010
Isabella Harris,Admin,111 100,111 010,X,X,X,X,X,X,111 010,011 001,110 010,101 001,001 001,111 001
Thomas Williams,Admin,010 010,X,010 010,001 001,111 010,X,111 001,101 100,100 100,110 100,011 010,X,111 001,001 001
Jennifer Harris,Admin,101 001,100 100,011 010,111 100,101 100,001 001,111 010,110 100,111 010,X,011 001,011 010,111 010,111 010
Jennifer Hill,Doctor,100 100,110 010,X,010 010,100 100,111 001,111 001,111 001,X,111 100,X,010 010,101 001,X
Susan Hernandez,Nurse,X,111 100,111 010,111 010,X,111 010,101 100,001 001,011 010,100 100,101 001,X,X,100 100
Charlotte Perez,Admin,111 100,100 100,100 100,100 100,111 001,001 001,001 001,111 001,101 100,111 100,X,X,X,111 001
Michael Jones,Doctor,001 001,111 100,111 001,111 010,011 001,011 010,100 100,111 010,X,001 001,010 010,X,X,111 001
James Perez,Admin,101 100,101 001,101 001,111 010,011 010,111 100,X,011 001,110 100,110 010,011 001,100 100,X,010 010
Joseph Johnson,Doctor,100 100,X,X,X,111 010,X,010 010,111 010,110 010,X,111 010,X,010 010,110 100
David Lopez,Admin,111 001,X,101 100,010 010,100 100,111 010,111 001,110 010,010 010,100 100,110 010,X,011 010,111 100
Isabella Wright,Doctor,001 001,001 001,101 001,100 100,101 100,111 001,X,111 001,X,100 100,X,X,111 010,101 001
Lucas Thomas,Doctor,X,X,111 001,010 010,111 010,111 010,X,X,X,001 001,011 010,111 100,010 010,110 100
Harper Gonzalez,Admin,111 001,111 100,100 100,010 010,X,110 010,011 001,X,001 001,X,X,X,X,011 001
Olivia Hill,Doctor,111 100,X,X,X,011 010,111 001,X,101 100,111 100,001 001,001 001,101 001,011 001,X
Evelyn Rodriguez,Admin,110 010,111 001,100 100,X,111 010,011 001,111 100,X,010 010,110 010,111 001,X,101 100,001 001
Jennifer Thomas,Nurse,X,111 010,011 010,101 100,101 100,110 010,X,001 001,001 001,X,111 001,011 001,111 001,X
Dorothy Thomas,Doctor,110 010,X,011 001,111 001,011 001,100 100,111 010,111 010,110 010,100 100,X,010 010,100 100,X
Michael Torres,Admin,001 001,010 010,111 001,111 001,111 001,111 001,001 001,101 001,100 100,X,X,101 100,111 001,X
James Hill,Doctor,010 010,X,100 100,110 100,X,111 100,X,100 100,X,111 001,111 100,X,101 100,110 010
John White,Admin,X,X,111 010,111 001,X,111 100,101 001,X,011 001,101 001,111 001,111 010,011 001,010 010
Evelyn Torres,Admin,X,100 100,X,111 001,X,101 001,100 100,001 001,010 010,X,X,X,X,101 001
Margaret Perez,Doctor,110 010,010 010,X,111 010,X,X,X,X,010 010,110 100,100 100,X,101 001,101 001
Dorothy Hernandez,Admin,X,111 010,111 010,X,X,111 100,110 100,X,X,111 100,110 100,111 100,111 100,010 010
Patricia Moore,Nurse,X,100 100,X,X,X,110 010,111 001,111 100,111 100,001 001,101 100,X,101 100,111 001
Thomas Brown,Doctor,111 010,X,101 001,111 001,010 010,011 001,100 100,X,111 010,010 010,110 100,100 100,100 100,011 010
Margaret Sanchez,Nurse,010 010,110 100,X,100 100,110 100,X,X,X,X,X,111 100,X,101 001,001 001
Richard Wilson,Doctor,111 010,X,110 010,X,111 001,111 010,010 010,011 001,010 010,111 001,010 010,X,101 001,010 010
Liam Smith,Doctor,X,010 010,110 100,100 100,100 100,101 001,101 001,111 100,111 100,X,X,100 100,X,X
Charlotte King,Nurse,X,111 100,X,111 010,111 010,001 001,X,101 100,110 100,100 100,001 001,001 001,X,X
Evelyn Harris,Doctor,101 001,100 100,101 001,001 001,111 010,X,110 010,010 010,111 001,X,111 010,X,111 100,X
Robert Torres,Doctor,101 001,X,110 100,110 100,111 100,110 010,001 001,111 001,101 100,011 010,X,111 010,001 001,111 100
Linda Hill,Admin,111 010,X,010 010,011 001,111 010,111 001,110 010,111 010,011 001,001 001,110 010,100 100,011 001,111 001
Lisa King,Admin,111 001,110 100,110 100,011 001,X,111 010,011 001,111 001,001 001,100 100,111 001,X,011 010,101 001
Sophia Robinson,Admin,001 001,X,111 001,011 010,X,010 010,011 001,X,011 001,001 001,101 001,100 100,101 001,110 010
Lucas Clark,Nurse,110 010,111 100,X,011 010,010 010,111 010,111 001,101 100,X,010 010,111 001,011 010,X,X
Thomas Thompson,Doctor,001 001,010 010,X,X,111 010,X,111 010,010 010,X,111 001,X,X,110 100,111 010
Linda Gonzalez,Nurse,X,111 100,111 100,X,X,110 100,100 100,101 100,111 100,101 001,101 100,001 001,010 010,111 100
Jennifer Wright,Nurse,001 001,X,100 100,X,111 010,X,X,X,111 100,010 010,101 001,010 010,X,111 001
Charlotte Ramirez,Doctor,111 100,111 001,111 100,101 001,010 010,101 100,101 001,101 100,X,010 010,010 010,110 010,111 010,X
Margaret Lewis,Doctor,001 001,101 001,001 001,X,111 010,110 010,111 001,110 010,110 010,X,X,X,X,100 100
Henry King,Nurse,101 100,011 001,111 010,111 001,101 100,101 100,100 100,X,010 010,111 001,111 010,111 100,110 010,011 001
Liam Flores,Doctor,111 010,111 100,010 010,X,010 010,X,111 100,101 001,010 010,011 010,111 100,001 001,X,X
Susan Clark,Admin,X,101 001,100 100,111 100,101 001,100 100,011 001,X,X,X,011 001,100 100,010 010,X
Barbara Hill,Doctor,100 100,110 010,X,111 100,001 001,X,111 100,001 001,X,X,011 010,X,001 001,X
Thomas Martin,Admin,111 100,001 001,X,X,111 010,110 100,111 001,011 001,001 001,001 001,X,011 010,100 100,001 001
Evelyn Lee,Doctor,101 001,X,110 010,111 100,X,X,001 001,011 010,X,X,011 001,101 001,110 100,X
Margaret Clark,Nurse,111 100,X,100 100,100 100,X,100 100,001 001,111 100,110 100,100 100,101 001,001 001,111 010,X
Harper Miller,Admin,101 001,010 010,110 010,101 001,110 010,110 100,010 010,100 100,X,010 010,X,111 010,011 001,010 010
William Garcia,Admin,011 010,101 100,X,111 100,X,111 100,X,111 010,110 100,X,X,111 010,011 010,111 001
Evelyn Clark,Admin,011 001,110 010,111 010,100 100,X,111 001,010 010,110 100,101 001,111 001,110 100,X,111 100,110 100
Richard White,Nurse,111 100,100 100,101 001,100 100,100 100,111 001,010 010,X,011 001,111 010,111 100,X,111 100,111 010
Richard Taylor,Doctor,010 010,111 001,101 100,111 001,111 100,001 001,110 010,010 010,X,110 100,011 001,X,110 100,X
Emma Wright,Doctor,X,X,010 010,110 100,100 100,110 100,011 001,101 100,110 100,101 100,111 001,011 010,111 001,010 010
