Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Henry Wilson,Nurse,110 010,111 001,101 100,011 001,100 100,100 100,100 100,110 100,010 010,110 010,010 010,011 001,111 100,010 010
James Johnson,Admin,110 100,111 010,011 010,101 001,X,100 100,111 010,100 100,110 010,001 001,101 100,111 010,110 100,110 100
Lucas Robinson,Admin,111 010,100 100,101 001,X,111 010,011 001,X,011 010,X,011 010,111 010,110 010,111 100,111 001
Lisa Harris,Doctor,110 010,101 100,111 100,101 001,X,001 001,111 001,010 010,001 001,101 100,010 010,110 100,X,111 001
Robert Scott,Nurse,101 100,X,110 100,101 100,111 001,110 100,110 010,011 010,X,111 100,X,010 010,111 001,010 010
Mia Rodriguez,Admin,010 010,X,X,X,X,011 010,001 001,X,X,111 010,111 001,101 001,111 100,111 001
Lisa Rodriguez,Nurse,X,011 001,111 010,100 100,010 010,110 010,011 001,001 001,001 001,X,101 001,100 100,X,010 010
Linda Robinson,Doctor,100 100,X,X,111 100,X,111 100,X,011 001,010 010,X,111 001,101 100,110 100,X
Emma Gonzalez,Admin,110 100,X,111 010,001 001,001 001,100 100,100 100,100 100,100 100,X,101 100,110 010,110 100,011 001
Harper Wilson,Doctor,X,101 001,100 100,X,100 100,010 010,001 001,X,X,111 001,111 010,111 100,010 010,001 001
Lucas Rodriguez,Nurse,110 100,110 010,101 001,111 010,101 100,101 100,X,110 010,110 100,110 010,101 001,111 100,X,X
Emma Harris,Admin,010 010,X,101 100,101 100,100 100,100 100,X,101 001,111 100,111 010,011 010,111 010,100 100,111 100
Lisa Smith,Nurse,X,010 010,111 001,101 001,111 100,111 010,101 100,111 100,010 010,X,110 010,011 010,101 100,110 100
Barbara Lopez,Doctor,111 001,X,111 010,X,111 010,X,110 010,X,111 010,111 010,011 001,010 010,010 010,001 001
Liam Davis,Admin,X,101 100,100 100,111 010,101 001,010 010,111 001,110 100,111 010,X,100 100,100 100,111 100,X
Mary Smith,Nurse,101 100,111 100,101 001,101 001,111 001,010 010,111 010,001 001,111 010,100 100,011 010,111 100,111 100,X
William Torres,Nurse,001 001,100 100,001 001,011 010,011 001,111 001,100 100,111 010,X,010 010,110 010,X,101 100,011 010
Olivia King,Nurse,010 010,010 010,100 100,010 010,101 100,100 100,111 010,X,111 010,110 010,X,100 100,X,X
Sophia Lee,Nurse,111 001,011 010,111 010,011 001,110 010,010 010,111 010,100 100,X,X,X,011 010,011 001,111 100
Sophia Torres,Admin,111 001,010 010,010 010,011 010,110 010,011 010,011 001,X,111 001,X,010 010,X,X,111 001
Lucas Garcia,Doctor,111 001,110 100,X,011 010,100 100,111 100,111 010,001 001,110 100,100 100,101 100,010 010,111 001,001 001
Mary Hernandez,Doctor,111 001,111 010,101 100,X,011 010,111 001,111 100,111 010,111 001,100 100,X,X,011 001,101 001
James Allen,Admin,X,101 001,010 010,111 010,X,111 010,111 010,X,111 100,101 100,011 001,001 001,110 100,111 100
Thomas Miller,Doctor,101 001,101 001,111 100,X,001 001,X,001 001,110 010,X,111 001,111 001,101 001,X,110 010
William Scott,Doctor,111 010,110 010,111 001,001 001,111 001,110 100,100 100,100 100,111 001,111 100,010 010,X,111 010,011 001
Liam Johnson,Nurse,001 001,X,110 010,111 010,011 001,001 001,111 100,100 100,001 001,110 010,X,011 001,100 100,010 010
Isabella Rodriguez,Admin,001 001,X,010 010,111 100,001 001,X,011 001,X,111 100,001 001,111 100,X,111 100,111 010
Sophia Gonzalez,Nurse,X,111 001,101 100,010 010,010 010,011 010,111 100,X,X,110 100,X,111 001,111 001,011 010
Noah Hernandez,Admin,010 010,101 100,X,111 010,010 010,X,001 001,100 100,111 100,100 100,010 010,110 010,011 010,111 010
Joseph Nguyen,Nurse,101 100,100 100,X,101 100,001 001,100 100,011 010,001 001,X,100 100,010 010,011 001,111 100,011 010
Dorothy Harris,Admin,111 010,110 010,111 010,X,010 010,111 001,X,111 100,101 001,111 100,111 001,X,111 100,110 100
Amelia Harris,Doctor,110 100,111 010,111 001,111 010,010 010,X,011 010,111 010,010 010,010 010,X,X,110 010,110 100
Elijah Lopez,Nurse,100 100,111 100,101 100,010 010,101 001,110 100,X,001 001,X,010 010,X,110 100,111 010,111 001
Emma Miller,Nurse,101 100,X,011 001,111 001,X,100 100,101 001,001 001,101 001,X,101 001,X,111 001,100 100
Dorothy Sanchez,Nurse,111 001,111 010,111 100,X,111 010,001 001,110 100,111 010,X,100 100,101 001,110 010,111 100,011 010
Henry Lee,Nurse,X,111 010,111 001,101 001,X,010 010,X,111 001,110 010,X,011 001,X,111 001,111 100
William Johnson,Doctor,X,100 100,100 100,101 100,111 100,011 001,X,X,011 010,001 001,011 001,X,X,X
Lucas Ramirez,Doctor,011 001,010 010,110 010,011 010,001 001,011 001,X,010 010,X,011 010,X,010 010,001 001,010 010
Dorothy Hill,Admin,111 001,111 010,001 001,001 001,010 010,010 010,111 010,111 100,001 001,X,100 100,110 010,100 100,001 001
Ava Harris,Admin,001 001,010 010,X,001 001,X,111 010,111 010,X,001 001,X,X,101 100,011 001,010 010
Harper Walker,Admin,010 010,111 100,110 100,001 001,011 010,001 001,010 010,011 001,001 001,110 010,111 001,X,111 100,X
James Smith,Nurse,110 010,001 001,X,111 100,101 100,111 100,001 001,100 100,X,X,X,001 001,101 001,100 100
Noah Robinson,Doctor,011 010,100 100,111 100,X,X,111 100,X,X,011 001,111 100,X,010 010,111 010,X
Evelyn Lopez,Admin,101 001,110 100,110 010,111 010,100 100,101 001,X,010 010,001 001,111 100,110 010,010 010,001 001,111 001
Thomas Wright,Admin,X,101 001,110 010,001 001,011 001,110 010,X,X,X,010 010,X,010 010,X,011 010
Thomas Lee,Admin,111 010,001 001,001 001,100 100,101 001,101 100,X,110 010,001 001,X,X,110 100,011 010,001 001
Harper White,Doctor,001 001,X,111 001,100 100,010 010,X,001 001,111 100,111 001,X,X,001 001,X,X
Elizabeth Moore,Doctor,110 100,111 010,111 100,100 100,111 001,X,111 100,101 100,X,010 010,111 001,X,111 001,010 010
Thomas Smith,Doctor,111 100,011 010,010 010,111 010,X,011 010,001 001,010 010,111 001,111 001,111 100,001 001,111 001,110 010
Elizabeth Gonzalez,Admin,101 100,011 001,111 001,100 100,100 100,100 100,001 001,011 010,X,X,001 001,010 010,X,X
Margaret Ramirez,Doctor,111 001,011 001,X,111 010,100 100,101 001,111 010,101 001,110 100,100 100,001 001,X,X,110 010
Harper Allen,Nurse,101 001,110 010,010 010,001 001,X,010 010,011 010,101 001,110 100,010 010,100 100,011 010,101 100,111 001
Mia Wilson,Nurse,111 100,X,111 010,011 010,100 100,001 001,X,111 100,X,010 010,011 010,111 010,101 100,X
Benjamin Sanchez,Doctor,001 001,111 010,101 001,001 001,X,010 010,001 001,X,110 100,110 010,110 100,011 010,101 100,100 100
Susan Moore,Doctor,100 100,010 010,111 100,110 010,010 010,110 010,111 010,011 001,111 010,X,010 010,010 010,111 100,X
Joseph Thomas,Nurse,X,101 100,X,101 001,111 100,110 010,110 010,010 010,100 100,011 001,100 100,111 001,X,110 010
Charles White,Admin,010 010,111 010,111 001,X,100 100,001 001,001 001,111 001,111 010,X,010 010,100 100,X,X
Barbara Young,Nurse,111 100,111 010,111 001,111 010,X,X,010 010,001 001,001 001,X,100 100,111 010,100 100,100 100
David Thompson,Doctor,110 010,X,110 100,111 001,010 010,X,X,111 001,111 100,100 100,111 001,X,X,010 010
Thomas Johnson,Admin,101 001,X,101 100,110 100,111 010,X,X,X,110 100,011 010,110 010,111 010,111 010,111 001
Lisa Martin,Doctor,X,X,X,101 100,111 100,010 010,111 010,X,111 010,X,X,111 010,X,X
Oliver Perez,Doctor,X,001 001,X,111 100,011 001,100 100,X,110 010,111 010,110 010,011 001,X,111 010,001 001
Margaret Moore,Doctor,001 001,001 001,010 010,100 100,101 001,011 001,X,001 001,111 001,110 100,X,111 001,011 010,X
Isabella Williams,Doctor,X,111 001,111 001,011 010,111 100,011 010,010 010,X,010 010,101 001,110 010,001 001,X,X
Patricia Miller,Admin,001 001,X,100 100,X,X,110 010,011 010,X,110 100,101 001,001 001,X,111 010,110 100
Benjamin Lee,Admin,X,001 001,X,010 010,100 100,111 010,010 010,X,011 001,111 100,101 001,X,X,111 100
Mary Scott,Doctor,111 001,X,X,X,110 100,010 010,010 010,100 100,X,111 100,X,011 001,010 010,111 001
Michael Torres,Doctor,X,X,110 010,101 100,110 010,011 010,100 100,111 010,111 010,001 001,001 001,101 001,111 100,X
Amelia Scott,Doctor,111 100,110 010,001 001,010 010,X,101 001,100 100,X,011 010,X,100 100,101 100,001 001,101 100
Henry Taylor,Nurse,101 001,010 010,011 001,011 001,111 010,X,X,110 010,111 001,111 001,111 100,101 100,X,111 100
Lucas Lopez,Doctor,X,010 010,100 100,X,011 001,X,111 100,111 010,X,110 010,001 001,110 100,010 010,100 100
Liam Martinez,Admin,111 100,111 010,X,001 001,110 010,111 010,001 001,X,100 100,100 100,110 100,X,101 100,X
Olivia Torres,Admin,111 010,X,111 010,100 100,100 100,010 010,X,101 100,111 010,001 001,101 100,011 010,111 010,001 001
Charlotte Taylor,Doctor,001 001,001 001,111 001,X,001 001,101 100,111 001,X,111 010,X,110 010,111 001,X,X
Sophia Young,Doctor,100 100,111 001,010 010,101 001,001 001,100 100,X,X,X,100 100,101 001,111 100,111 010,001 001
Harper Lee,Doctor,010 010,010 010,100 100,110 010,111 001,111 001,001 001,110 100,100 100,111 010,111 010,101 001,111 001,111 001
Thomas Flores,Admin,111 010,X,110 010,001 001,111 100,101 001,001 001,X,100 100,111 100,X,X,100 100,001 001
Noah Torres,Doctor,110 100,X,X,X,001 001,100 100,111 001,X,101 100,X,010 010,001 001,011 001,X
John Robinson,Admin,X,X,X,011 001,111 100,X,X,X,111 001,111 010,X,110 010,010 010,011 001
Sophia Flores,Doctor,011 001,011 010,X,011 001,X,101 001,X,X,X,101 001,100 100,X,110 100,111 100
Liam Allen,Doctor,110 010,111 010,011 010,111 100,100 100,X,X,011 010,111 001,110 100,111 010,001 001,X,X
Thomas King,Doctor,101 100,001 001,X,111 010,X,X,X,X,111 001,111 010,010 010,X,111 010,010 010
Linda Sanchez,Nurse,111 100,X,001 001,X,100 100,111 001,X,111 100,111 100,111 001,111 010,X,111 001,110 100
Lucas Flores,Nurse,111 100,010 010,110 100,X,100 100,X,001 001,001 001,111 001,011 001,111 001,001 001,110 100,011 010
Robert Flores,Admin,111 001,011 001,111 100,101 100,011 001,111 100,010 010,001 001,X,110 100,110 010,110 100,100 100,110 100
Dorothy Torres,Nurse,X,111 001,111 001,X,111 001,100 100,X,011 010,001 001,111 001,010 010,110 100,111 010,011 001
Michael Lewis,Nurse,110 100,X,X,001 001,111 100,111 100,111 100,100 100,111 100,110 010,010 010,101 001,101 100,001 001
Isabella Torres,Nurse,001 001,100 100,010 010,110 010,X,X,X,X,110 100,101 100,111 001,111 010,001 001,011 001
Lisa Brown,Nurse,111 001,X,101 001,111 100,X,001 001,111 001,100 100,100 100,X,X,X,111 001,111 001
Elijah Anderson,Nurse,001 001,111 001,111 100,001 001,101 100,X,110 010,001 001,X,111 100,111 010,X,011 010,010 010
Oliver Brown,Admin,010 010,101 100,111 100,111 010,111 100,111 010,111 010,101 100,111 010,111 001,X,111 100,111 001,111 010
Elijah Martinez,Nurse,001 001,X,011 001,X,X,X,010 010,111 001,001 001,111 001,111 010,X,111 001,010 010
Harper Thomas,Doctor,100 100,101 100,010 010,100 100,111 001,101 100,100 100,001 001,011 010,011 010,111 100,111 100,111 100,011 001
Henry Gonzalez,Doctor,X,101 001,101 001,110 100,110 100,101 100,111 010,111 001,X,111 010,X,X,010 010,110 010
Elizabeth Garcia,Admin,001 001,X,010 010,011 001,X,101 001,X,111 100,111 001,X,111 001,111 010,110 100,111 001
Robert Young,Nurse,111 100,110 010,011 001,110 010,110 100,111 001,111 010,X,001 001,111 100,X,111 010,111 001,X
Elijah Davis,Doctor,111 010,001 001,101 100,010 010,111 001,X,X,111 001,111 100,X,111 010,111 100,001 001,111 010
Emma Martinez,Doctor,101 100,100 100,011 001,011 001,111 010,001 001,X,101 001,X,010 010,111 010,001 001,X,010 010
Michael King,Doctor,101 001,100 100,001 001,011 010,011 001,010 010,111 001,X,100 100,X,X,001 001,001 001,111 100
Barbara Lewis,Doctor,011 001,100 100,010 010,100 100,010 010,101 100,X,111 001,111 100,X,100 100,110 010,X,X
Linda Jackson,Admin,111 100,001 001,111 100,001 001,010 010,110 010,111 001,110 100,111 010,100 100,X,100 100,100 100,111 100
Linda Ramirez,Doctor,111 100,X,110 100,X,011 010,110 010,111 100,X,111 100,100 100,111 001,001 001,011 001,X
Benjamin Wilson,Admin,001 001,011 001,100 100,X,X,011 010,100 100,111 001,011 001,X,100 100,X,X,111 100
Patricia Hernandez,Doctor,X,100 100,011 010,110 100,111 001,100 100,X,100 100,111 010,010 010,010 010,100 100,X,100 100
Isabella Wilson,Admin,101 100,111 010,001 001,011 001,100 100,X,111 100,001 001,X,101 100,011 001,111 100,111 010,001 001
Elizabeth Thompson,Doctor,110 100,101 001,010 010,001 001,001 001,111 001,100 100,110 100,X,111 001,111 001,X,011 010,111 100
Mia Lee,Doctor,111 010,001 001,X,111 100,111 010,X,X,X,011 001,111 100,111 100,101 001,101 100,101 100
Richard Sanchez,Nurse,110 100,111 001,X,011 010,011 010,111 100,111 001,X,X,001 001,X,001 001,010 010,100 100
Mia Garcia,Doctor,111 001,100 100,X,100 100,111 100,011 010,100 100,011 010,111 001,111 010,110 100,001 001,001 001,110 100
Elijah Martin,Nurse,111 001,111 001,101 100,X,X,011 001,111 001,111 010,X,111 100,X,111 010,110 100,X
Richard Young,Admin,111 001,001 001,011 010,011 001,110 100,010 010,111 010,X,101 001,111 100,001 001,X,110 100,011 010
Lucas Lee,Nurse,010 010,X,101 100,111 001,X,101 100,011 010,111 001,110 100,X,111 001,001 001,101 001,100 100
Oliver Flores,Nurse,001 001,011 001,001 001,X,101 100,001 001,X,001 001,111 100,X,111 001,X,111 010,101 001
Patricia Martinez,Doctor,111 010,100 100,111 100,X,101 100,111 010,111 010,111 001,X,111 100,X,X,X,X
John Anderson,Nurse,101 100,111 010,101 100,001 001,110 100,101 100,110 100,111 100,101 001,111 010,X,100 100,111 100,X
Mia Harris,Doctor,111 100,010 010,011 001,010 010,111 100,X,010 010,X,X,111 010,100 100,100 100,010 010,X
Alexander King,Doctor,100 100,010 010,001 001,111 010,010 010,001 001,101 001,110 010,010 010,011 001,100 100,100 100,001 001,X
Margaret Hill,Nurse,X,010 010,X,011 001,111 001,111 001,X,011 010,X,111 010,X,111 010,101 100,001 001
Michael Brown,Nurse,111 100,001 001,101 001,100 100,X,111 100,X,010 010,011 010,X,010 010,001 001,X,X
Michael Garcia,Admin,111 001,011 010,X,010 010,X,X,X,101 001,011 001,100 100,011 010,111 100,110 100,111 001
Patricia Sanchez,Doctor,X,010 010,110 010,X,100 100,111 100,111 100,011 001,010 010,X,111 100,001 001,111 001,X
Susan Nguyen,Nurse,010 010,010 010,100 100,011 010,010 010,110 010,111 100,001 001,111 010,001 001,010 010,X,001 001,101 001
Emma Hill,Admin,X,X,111 001,001 001,X,101 001,X,110 100,111 100,X,X,111 100,010 010,X
Harper Lopez,Admin,011 010,001 001,X,001 001,011 010,X,110 010,010 010,100 100,110 010,001 001,110 010,X,X
Lucas Sanchez,Admin,110 010,111 010,111 001,111 010,110 100,110 100,X,010 010,X,010 010,X,111 100,110 010,110 100
David Hernandez,Nurse,100 100,010 010,110 100,111 001,111 100,X,100 100,X,110 010,101 001,111 001,X,010 010,111 001
James Flores,Admin,001 001,100 100,101 100,X,111 001,X,001 001,001 001,X,100 100,001 001,100 100,110 100,110 100
Michael Perez,Doctor,111 001,X,111 100,110 100,111 001,110 100,001 001,100 100,X,001 001,101 100,X,101 001,010 010
Lisa Walker,Nurse,111 001,X,001 001,111 100,110 100,X,101 100,111 100,110 100,111 010,111 001,X,X,100 100
Noah Clark,Admin,111 010,110 100,100 100,100 100,011 001,111 001,010 010,011 010,010 010,010 010,111 001,101 001,111 010,X
Richard White,Doctor,111 100,X,101 100,010 010,X,010 010,010 010,X,010 010,010 010,100 100,X,010 010,111 100
Barbara Anderson,Nurse,111 100,001 001,100 100,111 001,011 010,101 100,111 010,X,X,010 010,111 100,X,001 001,X
Jennifer Harris,Doctor,001 001,110 010,111 100,X,101 001,X,X,111 010,111 001,001 001,111 001,111 001,X,011 001
Harper Harris,Doctor,101 100,010 010,X,001 001,010 010,011 001,X,X,101 100,X,X,111 010,111 001,010 010
Oliver Gonzalez,Admin,001 001,X,111 001,011 001,001 001,X,X,110 010,111 010,100 100,100 100,011 001,011 010,111 010
Emma Jones,Admin,X,111 010,111 100,111 100,X,100 100,X,011 001,111 010,001 001,010 010,111 100,X,111 010
Jennifer Hill,Doctor,111 001,110 010,110 010,010 010,110 010,X,010 010,011 001,110 100,101 100,111 010,101 100,011 001,100 100
James King,Admin,001 001,101 100,101 100,110 010,011 001,010 010,101 100,101 100,101 001,011 001,X,110 100,X,X
Alexander Smith,Nurse,101 001,X,X,011 010,001 001,101 001,111 010,010 010,011 010,001 001,010 010,110 010,X,010 010
Elijah Hernandez,Nurse,101 001,110 100,011 010,111 100,111 100,111 010,X,010 010,011 010,X,110 100,010 010,111 001,100 100
Olivia Moore,Admin,110 010,110 010,X,011 001,100 100,011 010,X,X,011 010,111 010,X,001 001,100 100,101 001
Liam Martin,Doctor,111 100,100 100,101 100,111 001,111 001,X,101 001,111 010,X,X,111 001,111 010,111 100,111 100
Robert Lopez,Admin,111 010,101 001,X,110 010,100 100,111 100,X,110 010,111 100,111 001,011 001,110 100,110 100,X
Lucas Lewis,Admin,111 100,001 001,X,111 001,111 001,X,010 010,010 010,X,100 100,110 100,101 100,001 001,111 010
Margaret Gonzalez,Nurse,X,010 010,010 010,X,110 100,X,X,100 100,X,001 001,001 001,X,110 010,011 010
James Hernandez,Doctor,011 001,111 001,100 100,011 010,100 100,101 100,011 001,010 010,100 100,101 100,111 010,111 010,110 100,001 001
Robert Ramirez,Doctor,011 010,111 100,101 001,X,X,111 010,010 010,011 001,110 100,011 001,X,100 100,111 010,101 001
Lucas Anderson,Admin,001 001,X,101 001,110 010,100 100,101 001,110 100,011 010,001 001,100 100,010 010,010 010,010 010,111 010
William Jackson,Nurse,111 010,101 100,111 100,X,X,010 010,111 001,101 100,010 010,X,101 100,100 100,111 100,111 010
Evelyn Miller,Nurse,101 100,100 100,001 001,111 010,100 100,X,101 001,100 100,111 100,111 010,011 001,111 001,011 010,X
Dorothy Moore,Doctor,X,101 001,X,001 001,110 100,111 010,X,101 100,100 100,011 001,X,X,111 001,010 010
Harper Johnson,Nurse,100 100,111 001,X,101 001,011 010,110 010,110 010,X,101 100,X,100 100,110 010,110 010,X
Charles Johnson,Doctor,111 100,111 100,X,100 100,X,X,011 010,001 001,X,110 010,X,X,X,001 001
Emma Martin,Nurse,101 001,011 010,011 010,100 100,111 100,011 001,111 100,X,X,001 001,001 001,X,010 010,111 010
Evelyn Anderson,Admin,X,X,001 001,100 100,100 100,111 100,X,X,001 001,X,110 010,111 001,X,100 100
Robert Martin,Admin,111 010,101 001,011 001,111 100,010 010,110 100,001 001,110 100,111 100,010 010,X,111 001,001 001,100 100
Ava Jones,Nurse,X,101 100,X,101 100,111 001,111 001,X,X,111 001,101 001,110 010,111 010,011 010,100 100
Robert Williams,Nurse,111 100,011 010,110 010,X,110 100,011 010,X,X,101 001,001 001,111 010,X,110 100,111 100
Lisa Nguyen,Admin,010 010,111 001,101 001,X,X,X,X,110 100,100 100,X,101 100,111 010,X,010 010
Jennifer Jones,Doctor,111 010,X,110 100,X,111 100,110 100,001 001,011 001,100 100,X,001 001,X,011 010,X
Michael Flores,Admin,110 100,110 100,001 001,111 001,011 010,110 100,010 010,110 010,X,010 010,X,111 001,111 010,010 010
John Garcia,Doctor,110 010,X,010 010,111 010,011 001,110 100,X,X,X,001 001,X,X,100 100,100 100
James Thomas,Admin,X,111 001,X,111 100,X,X,110 100,111 100,010 010,100 100,X,110 010,X,X
Richard Scott,Nurse,X,X,011 001,010 010,100 100,X,X,110 010,111 001,001 001,011 001,111 100,011 010,X
Alexander Flores,Admin,001 001,010 010,111 001,111 001,111 010,001 001,110 100,111 001,001 001,011 001,010 010,X,110 100,111 001
Mary Martin,Nurse,001 001,010 010,101 100,101 001,111 100,111 010,X,X,X,111 100,010 010,X,100 100,011 001
Benjamin Johnson,Doctor,X,111 010,X,X,101 100,111 010,111 010,111 100,101 001,101 001,101 001,011 001,011 010,X
Olivia Thomas,Admin,111 010,100 100,111 100,011 010,001 001,110 010,101 001,111 010,011 010,111 100,111 010,111 001,101 100,110 010
Richard Wilson,Admin,110 010,X,111 100,011 010,X,001 001,100 100,011 010,100 100,111 010,X,111 100,001 001,100 100
Elijah Garcia,Doctor,111 001,X,X,X,011 001,100 100,011 001,100 100,111 001,111 010,101 001,X,111 010,101 100
Henry Brown,Admin,X,111 100,110 100,100 100,X,X,010 010,111 100,011 001,111 010,111 100,100 100,X,001 001
Ava Nguyen,Admin,100 100,X,001 001,X,100 100,111 001,100 100,001 001,111 001,111 100,111 001,001 001,011 001,010 010
Michael Taylor,Doctor,111 100,100 100,011 001,011 010,X,101 001,011 010,010 010,010 010,100 100,X,101 001,111 001,001 001
Oliver Smith,Doctor,X,100 100,100 100,001 001,011 010,100 100,X,X,X,101 001,111 001,X,X,111 100
Charlotte Wright,Admin,X,111 100,X,X,X,X,101 001,100 100,X,111 001,X,100 100,111 010,010 010
Susan Lopez,Nurse,110 100,X,X,111 010,010 010,111 010,X,010 010,X,001 001,X,111 100,110 100,111 001
Charlotte Lopez,Doctor,X,010 010,111 010,010 010,100 100,101 001,X,111 100,X,111 010,011 010,X,110 100,010 010
Robert Sanchez,Nurse,001 001,011 001,101 100,111 010,101 100,011 010,111 010,110 100,001 001,101 001,111 100,011 010,011 001,011 010
Amelia Wilson,Admin,X,011 001,X,110 010,X,110 100,100 100,011 001,X,011 001,101 100,111 100,X,001 001
Benjamin White,Nurse,110 100,111 001,010 010,X,100 100,X,010 010,010 010,101 001,111 001,111 010,X,011 001,100 100
James Nguyen,Nurse,001 001,111 010,101 100,010 010,X,110 100,X,111 001,010 010,X,111 100,X,X,X
Patricia Smith,Doctor,010 010,101 100,X,101 100,110 010,111 010,X,110 100,010 010,010 010,001 001,101 100,001 001,011 001
Olivia Jones,Nurse,111 001,111 001,X,110 100,011 001,111 001,111 100,X,X,010 010,X,011 010,X,111 010
John Allen,Admin,X,101 001,X,111 010,011 010,101 100,011 001,100 100,111 010,110 100,111 001,X,100 100,011 001
Margaret Garcia,Nurse,001 001,110 010,100 100,011 001,X,100 100,011 001,101 100,X,011 010,101 001,X,001 001,111 010
Elizabeth Davis,Nurse,111 100,111 010,100 100,010 010,X,010 010,100 100,X,111 010,011 001,101 100,110 010,100 100,X
Michael Jackson,Admin,X,010 010,110 010,X,111 001,110 010,001 001,110 010,X,X,100 100,010 010,111 100,010 010
William Garcia,Doctor,101 100,111 001,X,111 001,110 100,001 001,010 010,011 001,X,111 001,111 100,010 010,111 001,010 010
Thomas Martin,Nurse,110 010,X,010 010,010 010,X,111 010,111 010,X,111 010,010 010,110 010,111 100,011 001,111 100
Patricia Lewis,Admin,100 100,111 100,100 100,111 100,111 010,101 001,111 001,110 100,111 100,010 010,111 100,010 010,100 100,X
Margaret Brown,Nurse,110 100,010 010,X,100 100,X,110 100,110 010,111 100,111 010,010 010,X,011 010,111 001,X
Elijah Wright,Nurse,X,100 100,001 001,111 001,001 001,110 010,011 010,111 100,X,001 001,X,110 100,011 010,110 100
Margaret Wright,Doctor,X,X,X,X,010 010,001 001,X,X,X,010 010,111 100,011 001,100 100,X
Lisa Flores,Doctor,101 001,111 001,111 010,001 001,101 100,110 010,010 010,X,111 100,X,101 001,111 010,X,X
Oliver Young,Nurse,011 001,110 100,011 001,110 010,001 001,111 010,X,010 010,010 010,010 010,011 001,101 100,111 010,X
Patricia Davis,Nurse,111 010,X,011 010,001 001,X,101 001,110 100,001 001,X,X,001 001,101 001,011 010,010 010
Oliver Garcia,Doctor,111 010,100 100,001 001,101 100,100 100,101 001,X,111 010,X,X,001 001,101 100,110 100,001 001
Elijah King,Nurse,001 001,101 100,111 010,111 010,001 001,X,X,111 001,X,011 010,101 001,111 010,111 010,X
James Jones,Nurse,101 100,111 100,X,010 010,110 100,111 100,101 001,111 100,111 001,110 010,001 001,111 010,111 001,X
Ava Thompson,Nurse,010 010,110 100,111 010,111 001,010 010,010 010,101 100,111 001,011 010,100 100,001 001,001 001,001 001,X
Ava Taylor,Nurse,011 010,101 100,101 100,111 010,101 100,011 010,X,111 001,111 100,001 001,111 001,111 010,111 010,X
Evelyn Hernandez,Nurse,X,X,100 100,010 010,X,011 010,X,111 100,010 010,110 010,001 001,100 100,X,100 100
Noah Jones,Nurse,X,X,X,X,101 001,110 100,X,001 001,111 010,110 010,111 010,X,111 001,111 001
Olivia Davis,Doctor,111 100,X,010 010,001 001,111 001,011 001,X,100 100,100 100,001 001,101 001,111 001,001 001,001 001
Charles Harris,Doctor,011 010,011 010,X,100 100,010 010,011 010,100 100,100 100,010 010,011 001,X,100 100,100 100,010 010
Amelia Miller,Admin,101 100,100 100,X,010 010,001 001,X,111 100,001 001,010 010,X,111 100,001 001,111 010,111 001
Richard Lee,Nurse,100 100,100 100,111 010,011 001,001 001,101 001,X,111 001,X,010 010,X,011 010,111 100,100 100
Thomas Martinez,Admin,111 001,101 001,111 001,010 010,001 001,101 100,111 100,X,111 010,111 001,110 100,011 010,100 100,100 100
Lucas Hill,Admin,111 100,111 010,X,101 100,111 001,X,X,111 100,011 001,111 010,111 010,101 100,X,111 010
Susan Allen,Doctor,111 001,110 010,011 010,101 001,101 001,100 100,100 100,100 100,100 100,100 100,100 100,001 001,001 001,X
Liam Garcia,Doctor,X,100 100,X,X,100 100,111 100,111 100,X,101 001,X,101 001,111 010,110 100,011 001
Joseph Scott,Doctor,010 010,001 001,100 100,111 100,101 001,111 100,100 100,011 001,101 100,X,X,001 001,001 001,X
Charlotte Williams,Nurse,111 001,010 010,001 001,111 001,111 010,101 100,X,111 001,111 010,111 001,X,111 001,111 010,X
Joseph Jackson,Nurse,001 001,001 001,111 001,010 010,111 100,101 001,X,001 001,111 001,001 001,111 001,X,100 100,101 001
Joseph Allen,Doctor,X,110 100,111 001,111 001,011 010,001 001,101 100,X,111 010,010 010,X,011 010,X,001 001
Dorothy Young,Nurse,111 100,111 001,100 100,100 100,010 010,X,111 001,100 100,011 001,011 001,011 001,X,X,111 001
Dorothy Jones,Admin,011 010,101 001,111 010,110 010,X,101 001,X,X,X,111 010,111 001,X,X,101 001
Joseph Ramirez,Doctor,001 001,X,X,110 010,111 010,100 100,001 001,010 010,011 010,111 001,110 100,001 001,111 010,X
Noah Martinez,Doctor,001 001,001 001,110 010,010 010,101 100,011 010,001 001,X,110 010,X,110 100,111 010,X,111 001
Richard Wright,Nurse,111 010,101 001,X,111 100,X,101 001,111 100,X,011 001,111 100,111 100,101 100,001 001,110 100
Michael Allen,Doctor,110 010,111 001,X,101 100,001 001,X,X,X,011 001,001 001,010 010,111 100,011 001,011 001
James Ramirez,Doctor,X,011 001,X,110 010,X,111 010,001 001,110 010,001 001,110 100,011 010,001 001,111 001,100 100
David Clark,Admin,X,010 010,X,011 010,111 001,111 100,011 001,100 100,110 010,111 001,111 001,X,X,X
Oliver Davis,Nurse,111 100,101 001,111 010,111 001,X,010 010,011 001,111 100,010 010,101 001,X,011 001,111 100,111 100
