Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Elijah Allen,Admin,"['Morning', 'Night', 'Evening'] Morning False","['Evening', 'Morning', 'Night'] Evening False","['Morning', 'Night', 'Evening'] Night False","['Morning', 'Evening', 'Night'] Night True",['Night'] Night False,"['Night', 'Evening', 'Morning'] Morning False","['Morning', 'Evening', 'Night'] Night True",['Evening'] Evening False,"['Evening', 'Morning'] Morning False","['Night', 'Morning', 'Evening'] Night False","['Night', 'Evening', 'Morning'] Evening False",['Evening'] Evening False,"['Morning', 'Evening', 'Night'] Morning False",['Evening'] Evening False
Liam Lewis,Doctor,['Night'] Night False,"['Evening', 'Night'] Evening False",['Night'] Night False,['Night'] Night False,['Morning'] Morning False,"['Morning', 'Evening', 'Night'] Evening False",['Morning'] Morning True,['Night'] Night False,"['Morning', 'Evening', 'Night'] Morning False",['Night'] Night True,['Evening'] Evening False,['Morning'] Morning False,"['Morning', 'Night'] Morning False",['Night'] Night False
Jennifer Wilson,Nurse,"['Morning', 'Evening'] Evening False","['Night', 'Evening'] Night True",['Morning'] Morning True,['Night'] Night False,"['Night', 'Morning', 'Evening'] Morning False",['Night'] Night False,"['Morning', 'Night'] Night False",['Morning'] Morning False,['Night'] Night False,['Morning'] Morning False,"['Morning', 'Evening', 'Night'] Evening False","['Night', 'Evening'] Evening False","['Evening', 'Morning'] Morning True","['Morning', 'Evening'] Morning False"
Jennifer Jones,Doctor,"['Morning', 'Evening'] Morning False","['Evening', 'Morning', 'Night'] Night False","['Night', 'Evening'] Night False","['Night', 'Morning'] Morning False",['Night'] Night True,"['Night', 'Morning', 'Evening'] Evening False","['Morning', 'Night'] Morning True","['Evening', 'Night'] Evening False","['Night', 'Morning', 'Evening'] Evening False",['Evening'] Evening False,"['Evening', 'Morning', 'Night'] Evening False",['Evening'] Evening False,"['Evening', 'Night'] Evening False",['Evening'] Evening True
Thomas Allen,Nurse,"['Evening', 'Night'] Evening False","['Night', 'Morning', 'Evening'] Morning False","['Evening', 'Morning', 'Night'] Morning False","['Evening', 'Morning', 'Night'] Morning False",['Night'] Night False,['Evening'] Evening False,"['Night', 'Morning'] Morning False","['Morning', 'Evening', 'Night'] Night False","['Evening', 'Morning', 'Night'] Night False",['Morning'] Morning False,"['Evening', 'Morning', 'Night'] Morning True","['Morning', 'Night'] Morning False","['Morning', 'Evening', 'Night'] Evening False","['Morning', 'Evening', 'Night'] Morning False"
Noah King,Admin,['Night'] Night False,['Evening'] Evening False,"['Morning', 'Night'] Night False",['Morning'] Morning False,['Evening'] Evening True,"['Morning', 'Night', 'Evening'] Evening False",['Morning'] Morning True,"['Evening', 'Night', 'Morning'] Morning False","['Night', 'Evening'] Evening False","['Night', 'Evening'] Night False",['Evening'] Evening False,"['Evening', 'Morning'] Evening False","['Evening', 'Morning', 'Night'] Night False","['Evening', 'Morning'] Morning False"
Michael Jackson,Doctor,"['Morning', 'Night'] Morning False",['Night'] Night False,"['Morning', 'Evening'] Morning False","['Night', 'Morning', 'Evening'] Evening False","['Night', 'Evening'] Evening False",['Evening'] Evening True,"['Evening', 'Night', 'Morning'] Night False","['Night', 'Morning'] Morning False",['Night'] Night False,['Evening'] Evening True,['Night'] Night True,"['Night', 'Evening', 'Morning'] Evening False","['Morning', 'Night', 'Evening'] Morning False","['Night', 'Morning'] Morning True"
Charles Torres,Doctor,['Morning'] Morning True,['Morning'] Morning False,"['Evening', 'Night', 'Morning'] Evening False",['Night'] Night False,"['Night', 'Morning'] Night False","['Evening', 'Night'] Night False",['Evening'] Evening False,['Night'] Night False,"['Evening', 'Morning'] Evening False","['Evening', 'Night', 'Morning'] Evening False","['Evening', 'Night'] Evening True","['Evening', 'Morning'] Morning False",['Evening'] Evening False,['Night'] Night True
Oliver Nguyen,Admin,"['Night', 'Morning', 'Evening'] Night False","['Morning', 'Evening'] Morning False","['Evening', 'Night'] Evening True","['Evening', 'Morning', 'Night'] Morning False","['Morning', 'Night', 'Evening'] Night False","['Evening', 'Morning'] Evening False","['Morning', 'Night', 'Evening'] Morning False","['Morning', 'Night'] Morning False",['Evening'] Evening False,"['Evening', 'Night', 'Morning'] Morning False","['Morning', 'Evening', 'Night'] Evening False",['Night'] Night False,['Night'] Night False,"['Morning', 'Evening', 'Night'] Morning False"
Richard Torres,Admin,"['Evening', 'Morning'] Evening False",['Evening'] Evening False,['Night'] Night True,"['Evening', 'Night', 'Morning'] Night False","['Morning', 'Evening', 'Night'] Night False",['Evening'] Evening True,['Morning'] Morning False,['Night'] Night False,"['Morning', 'Evening'] Evening False","['Night', 'Evening', 'Morning'] Morning False","['Morning', 'Evening'] Morning False","['Night', 'Morning', 'Evening'] Morning False",['Night'] Night False,"['Morning', 'Evening', 'Night'] Night False"
Thomas Clark,Doctor,['Evening'] Evening False,['Night'] Night False,['Evening'] Evening False,"['Morning', 'Evening', 'Night'] Morning False","['Evening', 'Morning', 'Night'] Morning False","['Night', 'Evening', 'Morning'] Morning False","['Evening', 'Morning', 'Night'] Morning False","['Morning', 'Night'] Night False","['Morning', 'Evening'] Evening False","['Morning', 'Night'] Night False",['Night'] Night False,['Evening'] Evening False,"['Evening', 'Night', 'Morning'] Morning False","['Evening', 'Night', 'Morning'] Evening False"
Noah Wright,Doctor,"['Morning', 'Evening', 'Night'] Morning False","['Morning', 'Night'] Morning False","['Evening', 'Night'] Evening False",['Evening'] Evening True,"['Morning', 'Evening', 'Night'] Evening False",['Morning'] Morning True,"['Morning', 'Evening'] Evening False","['Night', 'Morning', 'Evening'] Morning True","['Evening', 'Morning', 'Night'] Morning False",['Morning'] Morning False,['Night'] Night True,"['Morning', 'Night', 'Evening'] Evening True",['Morning'] Morning False,"['Evening', 'Night'] Evening False"
Lisa Jackson,Admin,['Evening'] Evening False,['Evening'] Evening False,"['Morning', 'Evening'] Evening True","['Evening', 'Night', 'Morning'] Evening False","['Morning', 'Night', 'Evening'] Morning False","['Night', 'Morning', 'Evening'] Evening False","['Evening', 'Night', 'Morning'] Night False",['Night'] Night False,"['Night', 'Evening', 'Morning'] Night True","['Evening', 'Night', 'Morning'] Evening False","['Night', 'Evening', 'Morning'] Morning False","['Evening', 'Morning', 'Night'] Night False","['Night', 'Evening', 'Morning'] Evening False","['Evening', 'Morning', 'Night'] Evening True"
Amelia Lewis,Doctor,"['Evening', 'Morning'] Morning True","['Evening', 'Night', 'Morning'] Night False","['Evening', 'Morning', 'Night'] Morning False","['Evening', 'Morning', 'Night'] Night False","['Morning', 'Evening', 'Night'] Night True","['Night', 'Morning'] Morning False","['Morning', 'Evening', 'Night'] Morning False","['Night', 'Morning'] Night False","['Evening', 'Morning'] Evening False","['Night', 'Morning'] Morning False","['Night', 'Evening', 'Morning'] Evening False","['Evening', 'Morning'] Evening False","['Night', 'Evening', 'Morning'] Morning True","['Evening', 'Morning'] Evening True"
Patricia Moore,Nurse,"['Night', 'Evening'] Evening False","['Morning', 'Evening', 'Night'] Morning False","['Morning', 'Evening'] Evening False","['Night', 'Evening', 'Morning'] Morning False","['Night', 'Morning', 'Evening'] Evening False","['Night', 'Morning'] Night False","['Morning', 'Night'] Night False",['Morning'] Morning True,"['Evening', 'Morning'] Morning True","['Morning', 'Night', 'Evening'] Evening False","['Night', 'Morning', 'Evening'] Morning False",['Evening'] Evening False,"['Night', 'Evening', 'Morning'] Night False","['Morning', 'Evening', 'Night'] Morning False"
Margaret Williams,Admin,"['Night', 'Morning'] Night False","['Morning', 'Evening'] Morning False",['Night'] Night False,"['Evening', 'Night', 'Morning'] Morning False",['Morning'] Morning False,"['Evening', 'Morning', 'Night'] Evening True",['Evening'] Evening True,"['Morning', 'Evening', 'Night'] Evening False",['Evening'] Evening True,"['Evening', 'Morning', 'Night'] Evening False","['Evening', 'Morning'] Evening False","['Morning', 'Night'] Morning False","['Night', 'Morning'] Night False","['Night', 'Morning'] Night False"
Lisa Davis,Nurse,['Evening'] Evening False,"['Evening', 'Morning', 'Night'] Night False",['Night'] Night False,['Night'] Night True,"['Evening', 'Night'] Evening False",['Morning'] Morning True,"['Evening', 'Night'] Night True","['Morning', 'Evening'] Morning True","['Night', 'Evening', 'Morning'] Evening True","['Night', 'Evening', 'Morning'] Night False","['Morning', 'Night'] Morning False","['Night', 'Evening', 'Morning'] Evening False","['Evening', 'Night', 'Morning'] Night False",['Night'] Night False
Henry Brown,Doctor,"['Morning', 'Evening', 'Night'] Night False",['Evening'] Evening False,"['Night', 'Evening'] Night False","['Morning', 'Evening'] Morning True","['Evening', 'Morning', 'Night'] Evening True","['Evening', 'Night'] Evening False",['Evening'] Evening False,"['Night', 'Morning'] Night False",['Evening'] Evening True,"['Night', 'Evening', 'Morning'] Morning False",['Morning'] Morning True,"['Morning', 'Evening', 'Night'] Night False","['Evening', 'Morning', 'Night'] Night True","['Night', 'Morning', 'Evening'] Morning False"
Joseph Perez,Doctor,"['Evening', 'Morning'] Evening True",['Night'] Night True,"['Morning', 'Night', 'Evening'] Night False","['Evening', 'Morning'] Evening False","['Morning', 'Night', 'Evening'] Evening False","['Evening', 'Morning', 'Night'] Evening False","['Morning', 'Night'] Morning False",['Night'] Night False,"['Evening', 'Morning'] Morning True","['Morning', 'Evening'] Evening False","['Evening', 'Night', 'Morning'] Morning False","['Morning', 'Night'] Morning False","['Evening', 'Night', 'Morning'] Night True","['Night', 'Morning', 'Evening'] Night False"
Mia Torres,Admin,['Evening'] Evening False,"['Morning', 'Night', 'Evening'] Evening False",['Night'] Night False,['Evening'] Evening False,"['Evening', 'Morning', 'Night'] Morning True","['Night', 'Evening'] Night True","['Morning', 'Night', 'Evening'] Evening False",['Morning'] Morning False,['Night'] Night True,['Night'] Night False,"['Evening', 'Night', 'Morning'] Morning False",['Night'] Night False,['Night'] Night False,"['Morning', 'Evening'] Evening False"
Barbara Garcia,Nurse,['Night'] Night False,"['Evening', 'Morning'] Evening False","['Morning', 'Evening', 'Night'] Evening False","['Night', 'Evening', 'Morning'] Morning False","['Evening', 'Night', 'Morning'] Evening False","['Evening', 'Morning', 'Night'] Morning False","['Evening', 'Morning'] Morning True","['Morning', 'Evening'] Evening False",['Morning'] Morning False,"['Night', 'Evening'] Night False","['Morning', 'Evening', 'Night'] Evening False",['Morning'] Morning False,['Morning'] Morning True,"['Morning', 'Evening', 'Night'] Morning True"
Isabella King,Nurse,"['Evening', 'Morning', 'Night'] Morning False",['Evening'] Evening False,['Night'] Night True,"['Evening', 'Night', 'Morning'] Evening True",['Evening'] Evening False,['Evening'] Evening False,['Morning'] Morning False,['Morning'] Morning False,"['Night', 'Morning', 'Evening'] Night False","['Evening', 'Morning', 'Night'] Night False",['Night'] Night False,"['Morning', 'Evening', 'Night'] Evening True","['Night', 'Evening', 'Morning'] Morning False","['Evening', 'Night', 'Morning'] Morning False"
Alexander Smith,Nurse,"['Night', 'Morning', 'Evening'] Night False","['Evening', 'Night'] Evening True",['Night'] Night False,"['Night', 'Morning', 'Evening'] Night True",['Morning'] Morning False,['Morning'] Morning False,"['Evening', 'Night'] Night True","['Evening', 'Night'] Night False",['Evening'] Evening False,['Night'] Night True,"['Morning', 'Evening', 'Night'] Evening False","['Night', 'Evening', 'Morning'] Night False","['Morning', 'Evening', 'Night'] Night False",['Morning'] Morning False
Susan Taylor,Admin,"['Morning', 'Night', 'Evening'] Night False",['Evening'] Evening True,"['Night', 'Morning'] Morning False","['Evening', 'Night'] Evening False","['Evening', 'Night', 'Morning'] Morning False","['Evening', 'Morning'] Morning False","['Evening', 'Night'] Evening True","['Evening', 'Morning', 'Night'] Evening False","['Morning', 'Evening', 'Night'] Evening True","['Morning', 'Evening'] Evening False","['Morning', 'Night'] Morning True",['Evening'] Evening False,"['Evening', 'Morning'] Evening True","['Night', 'Evening', 'Morning'] Night False"
Henry Martinez,Doctor,['Morning'] Morning False,"['Morning', 'Evening', 'Night'] Morning True","['Night', 'Morning', 'Evening'] Evening False","['Evening', 'Morning', 'Night'] Night False","['Night', 'Evening'] Evening False","['Night', 'Evening'] Night True",['Night'] Night False,['Morning'] Morning True,['Morning'] Morning False,"['Night', 'Morning'] Night False",['Morning'] Morning True,['Evening'] Evening True,"['Night', 'Evening'] Night True","['Evening', 'Morning', 'Night'] Morning True"
Henry Lee,Admin,"['Evening', 'Morning'] Morning False","['Evening', 'Night', 'Morning'] Night False","['Evening', 'Morning', 'Night'] Night False","['Night', 'Evening', 'Morning'] Evening True","['Evening', 'Night'] Evening True","['Night', 'Evening', 'Morning'] Evening False","['Morning', 'Evening', 'Night'] Morning False","['Night', 'Evening'] Evening False","['Morning', 'Night'] Night True",['Night'] Night True,['Morning'] Morning False,"['Night', 'Evening', 'Morning'] Evening True",['Night'] Night False,['Morning'] Morning False
Emma Rodriguez,Doctor,"['Evening', 'Night'] Evening True",['Morning'] Morning True,['Morning'] Morning False,"['Night', 'Evening', 'Morning'] Night False","['Morning', 'Evening', 'Night'] Night False","['Night', 'Morning', 'Evening'] Morning False","['Evening', 'Morning'] Evening False","['Evening', 'Night'] Evening False","['Evening', 'Night'] Night True","['Evening', 'Morning', 'Night'] Evening False","['Night', 'Morning', 'Evening'] Evening False","['Morning', 'Evening', 'Night'] Night False",['Evening'] Evening True,"['Evening', 'Night', 'Morning'] Night False"
Charles Johnson,Nurse,"['Evening', 'Morning', 'Night'] Night True","['Night', 'Morning', 'Evening'] Night False","['Evening', 'Morning'] Evening False","['Night', 'Evening', 'Morning'] Morning False","['Morning', 'Evening', 'Night'] Morning False","['Night', 'Morning', 'Evening'] Morning False","['Evening', 'Night'] Night False",['Night'] Night False,['Night'] Night False,"['Evening', 'Night', 'Morning'] Night False","['Night', 'Morning', 'Evening'] Evening False","['Night', 'Evening'] Evening True",['Morning'] Morning False,['Night'] Night False
Patricia Allen,Admin,"['Night', 'Morning', 'Evening'] Night False","['Evening', 'Morning'] Morning False","['Evening', 'Night'] Night False","['Night', 'Evening'] Night False","['Morning', 'Night', 'Evening'] Evening False","['Morning', 'Evening', 'Night'] Night False","['Morning', 'Night'] Night False","['Night', 'Evening'] Night True","['Evening', 'Night', 'Morning'] Night False","['Evening', 'Night'] Night False",['Evening'] Evening False,['Evening'] Evening False,"['Night', 'Evening', 'Morning'] Morning False","['Night', 'Morning'] Morning False"
Emma Thomas,Admin,['Evening'] Evening True,"['Evening', 'Morning'] Morning True",['Night'] Night True,['Evening'] Evening False,['Morning'] Morning False,"['Evening', 'Morning', 'Night'] Night False",['Night'] Night False,"['Morning', 'Evening', 'Night'] Evening False","['Evening', 'Night', 'Morning'] Evening True","['Morning', 'Night', 'Evening'] Morning False",['Evening'] Evening False,"['Night', 'Morning', 'Evening'] Morning False","['Night', 'Evening'] Evening False",['Evening'] Evening False
Lucas Rodriguez,Doctor,"['Evening', 'Morning', 'Night'] Morning False","['Evening', 'Night', 'Morning'] Night False","['Evening', 'Night', 'Morning'] Morning False",['Night'] Night False,"['Night', 'Evening'] Night False","['Night', 'Evening'] Night False",['Night'] Night True,"['Night', 'Evening'] Evening False","['Morning', 'Evening'] Morning False",['Night'] Night False,['Night'] Night False,"['Night', 'Morning'] Night True",['Evening'] Evening True,"['Morning', 'Evening', 'Night'] Evening False"
Barbara Walker,Admin,"['Evening', 'Night'] Evening False",['Evening'] Evening False,"['Evening', 'Night', 'Morning'] Morning False","['Morning', 'Evening'] Morning False","['Night', 'Evening', 'Morning'] Evening False","['Morning', 'Night'] Morning False",['Morning'] Morning True,"['Evening', 'Night', 'Morning'] Evening False","['Morning', 'Evening', 'Night'] Morning False","['Morning', 'Night', 'Evening'] Morning False","['Morning', 'Night', 'Evening'] Night False","['Morning', 'Night'] Night False","['Night', 'Morning', 'Evening'] Morning False",['Night'] Night True
Alexander Miller,Admin,['Evening'] Evening True,['Night'] Night False,"['Night', 'Evening', 'Morning'] Morning False","['Evening', 'Night'] Night False",['Night'] Night False,"['Morning', 'Night'] Night False","['Evening', 'Morning', 'Night'] Evening False",['Night'] Night False,"['Night', 'Evening', 'Morning'] Morning False","['Evening', 'Morning', 'Night'] Evening False","['Evening', 'Morning'] Evening False",['Morning'] Morning False,"['Evening', 'Night'] Night False","['Evening', 'Morning', 'Night'] Evening False"
Ava Young,Doctor,['Morning'] Morning False,"['Morning', 'Night', 'Evening'] Morning True",['Night'] Night False,['Evening'] Evening False,['Evening'] Evening False,['Evening'] Evening False,"['Evening', 'Night', 'Morning'] Evening False","['Night', 'Evening', 'Morning'] Morning True",['Night'] Night False,"['Evening', 'Night'] Night False","['Morning', 'Evening', 'Night'] Night False","['Night', 'Morning', 'Evening'] Morning False",['Night'] Night False,"['Night', 'Morning', 'Evening'] Evening True"
Harper Sanchez,Admin,"['Morning', 'Night'] Morning True","['Morning', 'Night'] Morning True","['Morning', 'Night', 'Evening'] Evening True","['Night', 'Evening', 'Morning'] Night False",['Morning'] Morning False,"['Evening', 'Morning', 'Night'] Morning False","['Evening', 'Night', 'Morning'] Morning False","['Evening', 'Night', 'Morning'] Night False",['Night'] Night False,"['Evening', 'Night'] Evening False","['Night', 'Evening', 'Morning'] Night True","['Evening', 'Night'] Night True",['Morning'] Morning False,"['Night', 'Evening', 'Morning'] Morning False"
Mary Young,Nurse,['Night'] Night False,"['Morning', 'Night', 'Evening'] Morning False","['Morning', 'Night', 'Evening'] Morning False","['Evening', 'Night', 'Morning'] Evening False",['Evening'] Evening True,"['Evening', 'Morning'] Evening False","['Night', 'Morning'] Morning False",['Morning'] Morning True,['Evening'] Evening False,"['Morning', 'Evening'] Evening True",['Morning'] Morning False,"['Evening', 'Morning'] Evening False",['Night'] Night True,['Night'] Night True
Elizabeth Perez,Admin,"['Evening', 'Morning', 'Night'] Evening False",['Morning'] Morning False,['Evening'] Evening False,"['Morning', 'Evening'] Morning True","['Morning', 'Night'] Morning False",['Night'] Night False,['Night'] Night False,['Morning'] Morning False,"['Evening', 'Morning', 'Night'] Evening False","['Morning', 'Evening', 'Night'] Morning False","['Morning', 'Evening'] Morning True","['Night', 'Morning'] Night False","['Night', 'Morning'] Night False","['Night', 'Morning', 'Evening'] Morning True"
Benjamin Lopez,Doctor,['Morning'] Morning False,['Morning'] Morning False,"['Morning', 'Evening', 'Night'] Morning False","['Night', 'Morning', 'Evening'] Morning False",['Night'] Night True,['Evening'] Evening False,['Evening'] Evening True,"['Night', 'Morning', 'Evening'] Night False","['Night', 'Evening'] Evening False","['Evening', 'Night'] Night False","['Night', 'Morning', 'Evening'] Morning False",['Evening'] Evening True,"['Morning', 'Evening'] Evening False","['Evening', 'Night', 'Morning'] Evening True"
Amelia Moore,Doctor,['Morning'] Morning False,"['Morning', 'Evening'] Morning False",['Night'] Night False,['Night'] Night False,"['Evening', 'Night', 'Morning'] Evening False",['Morning'] Morning False,['Evening'] Evening False,['Night'] Night True,"['Evening', 'Night'] Evening False",['Night'] Night True,"['Night', 'Evening'] Evening False",['Morning'] Morning True,"['Night', 'Morning'] Night False","['Morning', 'Night', 'Evening'] Night False"
William Hernandez,Doctor,['Night'] Night False,['Morning'] Morning False,['Night'] Night False,['Evening'] Evening False,"['Morning', 'Evening'] Evening False","['Morning', 'Evening'] Morning False","['Morning', 'Night'] Night False","['Morning', 'Evening'] Morning False","['Morning', 'Evening', 'Night'] Night False","['Evening', 'Night', 'Morning'] Night False","['Night', 'Morning', 'Evening'] Night False","['Morning', 'Evening'] Morning False",['Evening'] Evening True,['Evening'] Evening True
Robert Wright,Admin,"['Night', 'Evening', 'Morning'] Night False",['Night'] Night False,"['Morning', 'Evening', 'Night'] Evening False","['Morning', 'Night'] Night False","['Night', 'Evening'] Night False","['Night', 'Morning', 'Evening'] Night False","['Night', 'Morning'] Night False","['Morning', 'Night', 'Evening'] Morning True","['Morning', 'Evening'] Evening False","['Morning', 'Evening'] Morning False","['Evening', 'Morning'] Evening True",['Evening'] Evening False,['Morning'] Morning False,"['Morning', 'Evening'] Morning False"
James Moore,Doctor,"['Evening', 'Morning', 'Night'] Evening False","['Night', 'Morning', 'Evening'] Night True","['Evening', 'Night'] Evening False","['Night', 'Morning', 'Evening'] Night False","['Evening', 'Night'] Night False","['Evening', 'Morning'] Evening False","['Evening', 'Morning'] Morning False",['Evening'] Evening False,"['Evening', 'Night'] Night True","['Night', 'Morning', 'Evening'] Night False","['Evening', 'Morning'] Morning False","['Evening', 'Night', 'Morning'] Morning False","['Night', 'Evening'] Evening False",['Night'] Night False
Mary Lopez,Admin,"['Night', 'Evening', 'Morning'] Evening False","['Night', 'Evening'] Evening True","['Morning', 'Evening', 'Night'] Night False",['Evening'] Evening False,"['Morning', 'Evening'] Evening True",['Evening'] Evening False,"['Evening', 'Morning'] Evening False",['Night'] Night False,['Evening'] Evening True,"['Evening', 'Night'] Night False",['Night'] Night True,['Morning'] Morning False,['Night'] Night False,"['Morning', 'Evening', 'Night'] Morning False"
Joseph Lewis,Doctor,"['Morning', 'Evening', 'Night'] Night True",['Morning'] Morning False,"['Evening', 'Night'] Night False","['Night', 'Morning', 'Evening'] Morning True",['Morning'] Morning False,['Evening'] Evening False,['Evening'] Evening False,"['Evening', 'Morning', 'Night'] Morning False",['Night'] Night True,"['Morning', 'Evening', 'Night'] Evening False","['Night', 'Evening', 'Morning'] Morning False","['Evening', 'Night', 'Morning'] Night False","['Night', 'Morning'] Morning True","['Evening', 'Night'] Evening True"
