Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Evelyn Nguyen,Doctor,X,011 001,111 001,110 100,X,X,111 100,110 100,111 010,X,111 001,111 010,011 001,X
Mia Gonzalez,Admin,X,001 001,X,X,X,111 001,100 100,111 010,010 010,111 100,100 100,001 001,X,X
Jennifer Hernandez,Nurse,X,010 010,X,111 001,001 001,111 010,111 001,110 010,X,111 010,001 001,010 010,X,X
Patricia Ramirez,Doctor,X,111 100,100 100,100 100,111 001,010 010,111 100,100 100,X,X,111 100,X,111 100,110 010
James White,Nurse,011 001,111 010,011 001,001 001,X,100 100,X,X,111 010,111 010,X,011 010,010 010,001 001
Olivia Jones,Nurse,X,101 001,X,111 010,110 100,011 001,101 001,100 100,011 001,111 001,111 010,011 001,X,001 001
Joseph Harris,Doctor,110 010,X,X,001 001,001 001,100 100,X,011 010,111 010,011 001,X,110 010,111 010,110 010
Alexander Anderson,Doctor,111 010,101 001,X,X,011 001,101 100,X,100 100,111 010,X,X,011 010,X,010 010
Mia Johnson,Admin,111 100,001 001,111 010,011 001,001 001,111 100,111 010,111 100,010 010,001 001,101 100,X,110 010,X
Emma Martinez,Nurse,010 010,101 001,100 100,111 001,101 100,111 010,111 001,010 010,X,111 010,X,100 100,011 010,X
Olivia Rodriguez,Nurse,110 100,X,X,010 010,111 001,011 001,011 010,110 100,110 100,100 100,111 001,101 001,101 100,111 010
Ava Harris,Nurse,X,110 100,101 100,X,010 010,001 001,X,X,010 010,X,111 010,110 100,101 001,011 001
Olivia Lewis,Admin,X,111 001,X,X,X,111 100,X,010 010,111 001,010 010,101 001,100 100,111 100,111 100
Amelia Clark,Admin,X,X,111 001,100 100,100 100,111 100,X,X,011 001,110 010,010 010,111 100,X,010 010
Joseph Williams,Doctor,111 100,111 010,010 010,111 010,101 100,111 001,011 001,110 100,X,010 010,010 010,100 100,X,X
Michael Perez,Admin,010 010,111 010,100 100,111 100,101 100,111 100,011 001,110 100,110 010,101 100,111 010,100 100,100 100,111 010
Lucas Lopez,Nurse,101 001,X,110 100,011 010,010 010,001 001,110 010,110 010,111 001,X,001 001,111 001,111 100,X
Ava Moore,Nurse,010 010,111 001,110 010,111 100,X,X,111 001,101 001,110 010,X,110 010,011 010,X,011 001
Oliver Martinez,Nurse,010 010,111 010,001 001,011 010,100 100,111 001,X,111 100,010 010,110 100,111 001,X,111 010,111 010
Liam Clark,Admin,X,111 010,111 010,001 001,001 001,101 001,001 001,001 001,111 001,X,100 100,X,111 100,111 010
Thomas Gonzalez,Nurse,011 010,010 010,X,100 100,111 100,X,001 001,X,100 100,011 001,011 001,011 001,X,111 010
Mia Nguyen,Doctor,111 001,001 001,001 001,010 010,100 100,011 001,X,X,X,X,X,101 100,X,111 001
Isabella Jones,Nurse,111 010,011 001,X,010 010,111 100,111 010,X,100 100,110 010,X,111 010,X,011 010,X
Ava Rodriguez,Doctor,X,010 010,010 010,011 001,101 001,110 010,X,101 100,X,X,111 100,111 001,111 010,111 001
Joseph Lopez,Nurse,001 001,101 100,111 010,100 100,111 001,101 001,100 100,X,101 001,100 100,101 001,100 100,001 001,010 010
Olivia Harris,Nurse,100 100,X,001 001,011 001,111 001,010 010,011 001,111 010,X,X,X,X,011 010,111 010
Thomas Hernandez,Nurse,100 100,111 001,111 100,110 100,010 010,011 001,100 100,X,010 010,X,011 001,001 001,100 100,001 001
Alexander Perez,Nurse,110 100,110 100,110 010,111 010,011 001,010 010,X,X,111 001,X,100 100,100 100,100 100,111 100
Noah Allen,Admin,111 100,111 010,X,101 100,100 100,010 010,011 001,011 001,111 001,110 100,111 001,X,100 100,X
James Ramirez,Admin,100 100,111 001,111 100,111 010,101 100,111 001,X,X,X,111 010,111 010,111 010,X,001 001
Elijah Walker,Doctor,X,X,010 010,011 001,011 010,X,010 010,110 010,010 010,X,001 001,X,X,X
Barbara Nguyen,Doctor,X,111 001,111 001,X,010 010,111 100,111 100,101 001,001 001,010 010,110 010,110 010,110 010,001 001
Mia Jones,Nurse,111 010,100 100,X,111 001,111 010,X,110 100,010 010,001 001,010 010,X,001 001,X,X
Ava Wilson,Doctor,X,010 010,111 001,100 100,001 001,011 010,111 010,110 100,111 001,X,111 100,100 100,X,X
Margaret Walker,Doctor,110 010,111 100,111 100,111 001,101 100,111 010,X,011 010,101 001,111 100,111 010,111 001,111 001,111 001
Jennifer Jones,Doctor,110 010,111 001,111 001,111 001,100 100,X,111 100,X,X,110 010,100 100,010 010,X,011 001
James Miller,Nurse,100 100,100 100,101 001,110 100,111 010,101 100,X,001 001,011 001,101 100,111 001,110 010,100 100,X
Liam Walker,Nurse,101 001,X,110 100,111 010,110 100,011 010,011 001,100 100,100 100,011 001,X,X,X,001 001
Sophia Young,Admin,001 001,001 001,X,X,110 010,011 010,111 010,110 100,010 010,010 010,X,001 001,X,011 010
Emma Perez,Nurse,011 001,010 010,110 010,011 010,X,101 100,011 001,111 001,111 100,111 001,X,X,X,X
Michael Thompson,Nurse,111 100,101 001,X,X,X,001 001,111 010,X,111 100,X,101 100,X,X,X
Michael Hernandez,Doctor,111 100,100 100,010 010,101 100,011 010,X,100 100,X,101 001,X,111 010,111 001,X,100 100
Noah Wright,Doctor,010 010,100 100,100 100,X,011 010,111 100,011 001,101 100,X,111 010,110 010,101 100,111 010,110 010
Michael Jackson,Nurse,110 100,X,010 010,X,100 100,X,011 001,110 100,111 100,110 010,111 010,111 010,111 001,001 001
James Jackson,Doctor,101 001,111 010,010 010,101 100,X,100 100,X,010 010,111 001,111 100,111 010,X,111 010,X
John Taylor,Nurse,111 001,X,111 010,101 001,010 010,X,111 100,110 100,110 010,111 001,X,011 010,010 010,X
Oliver Hill,Doctor,111 010,110 010,X,X,X,111 010,111 010,100 100,X,111 001,001 001,011 001,111 010,111 010
Harper Martin,Admin,X,011 010,110 100,111 100,001 001,011 001,011 001,110 010,X,001 001,111 010,101 100,111 001,X
Susan Walker,Nurse,110 100,001 001,111 001,010 010,111 010,111 100,X,X,011 010,110 100,101 001,001 001,010 010,111 100
Susan Hill,Doctor,X,010 010,X,X,110 010,111 100,X,X,011 010,X,010 010,X,X,110 010
Benjamin Brown,Admin,011 001,X,X,X,111 001,X,111 100,010 010,111 010,011 010,111 001,110 100,111 100,010 010
Olivia Davis,Nurse,011 001,110 100,X,101 100,111 010,111 100,100 100,111 010,111 010,001 001,111 100,X,X,010 010
Susan Perez,Nurse,010 010,100 100,100 100,101 001,110 010,101 100,101 100,110 010,X,011 001,110 010,110 100,111 001,111 001
Isabella Martinez,Admin,100 100,101 001,111 001,X,110 100,X,111 100,001 001,111 100,X,110 010,100 100,X,011 010
Benjamin Scott,Doctor,001 001,111 010,X,001 001,111 100,001 001,111 001,011 010,X,010 010,111 001,111 001,X,X
Emma Torres,Nurse,011 010,111 100,111 010,011 010,111 001,X,X,111 100,001 001,111 100,X,101 100,X,100 100
Liam Robinson,Doctor,101 001,100 100,011 001,001 001,X,X,001 001,010 010,011 001,X,101 001,111 100,100 100,X
John Jackson,Doctor,111 100,100 100,X,101 100,011 001,X,111 100,010 010,111 010,X,X,110 010,111 001,011 001
Joseph Brown,Nurse,110 010,101 001,101 100,101 100,111 001,111 001,001 001,111 010,X,111 001,111 100,111 100,X,X
Robert Walker,Doctor,101 001,111 010,111 010,X,010 010,011 001,111 100,110 100,101 100,X,111 010,010 010,X,X
Amelia Scott,Admin,111 100,X,111 100,111 100,110 010,110 100,111 100,X,X,111 010,111 001,011 010,001 001,100 100
William Clark,Nurse,111 001,100 100,X,X,010 010,101 001,X,111 001,X,100 100,010 010,110 100,111 010,111 010
Lisa Rodriguez,Nurse,X,001 001,010 010,111 100,100 100,101 001,100 100,111 100,001 001,010 010,110 100,110 010,X,X
Thomas Robinson,Nurse,011 001,111 100,011 001,110 010,111 100,101 100,X,011 001,011 010,100 100,111 100,X,101 001,111 001
Elizabeth King,Nurse,111 001,111 010,111 001,X,101 100,101 001,011 010,010 010,111 001,X,X,010 010,011 001,110 010
Patricia Lewis,Admin,110 010,111 010,011 010,X,101 001,101 100,001 001,110 010,111 010,011 001,101 001,001 001,101 001,100 100
Michael Martinez,Admin,100 100,100 100,111 010,X,001 001,010 010,101 100,100 100,X,X,100 100,X,X,001 001
James Lee,Nurse,100 100,111 001,100 100,101 100,X,101 001,011 010,100 100,111 001,010 010,X,111 010,111 100,X
Noah Young,Doctor,111 001,110 100,100 100,101 100,111 100,110 010,011 010,111 001,110 100,011 010,X,X,001 001,111 100
Amelia Smith,Doctor,X,110 100,X,111 001,011 001,111 100,001 001,X,X,111 100,111 001,111 001,001 001,X
Elizabeth Clark,Doctor,100 100,X,011 010,X,X,111 001,X,X,111 001,100 100,011 001,101 001,111 010,100 100
Margaret Robinson,Nurse,X,X,111 010,110 010,110 010,001 001,111 100,111 001,111 010,111 100,X,100 100,010 010,110 010
James Young,Nurse,110 100,X,111 010,111 010,010 010,101 100,111 100,X,100 100,011 001,X,110 010,011 001,X
Richard Davis,Admin,111 001,111 100,001 001,111 100,X,010 010,111 001,110 100,110 010,111 001,110 010,X,111 100,001 001
James Garcia,Nurse,100 100,111 100,110 010,110 010,X,110 100,X,011 001,101 001,X,010 010,111 100,X,011 010
Linda Lewis,Nurse,111 100,X,100 100,100 100,110 010,010 010,X,111 001,101 001,X,010 010,010 010,111 010,011 001
Robert Martin,Nurse,011 010,101 001,101 001,111 001,X,X,X,110 010,111 001,111 100,X,100 100,111 001,111 010
Robert Moore,Admin,110 010,101 100,X,100 100,001 001,100 100,110 100,111 010,101 001,011 001,010 010,011 010,110 010,001 001
David Garcia,Nurse,001 001,X,X,111 001,010 010,111 010,111 100,111 100,101 001,X,111 010,010 010,110 100,110 010
Lisa Lopez,Admin,110 010,X,100 100,X,111 100,X,001 001,100 100,111 010,111 010,111 010,111 010,111 001,111 100
Mia Scott,Doctor,101 100,111 010,X,111 010,110 100,111 001,111 001,111 100,111 001,010 010,111 001,001 001,110 100,011 001
Evelyn Allen,Admin,111 001,111 001,101 001,100 100,110 010,100 100,X,010 010,001 001,X,111 010,X,101 001,001 001
Elizabeth Taylor,Nurse,X,111 010,100 100,101 001,110 010,X,X,X,X,101 100,111 100,110 100,111 010,X
Richard King,Doctor,X,111 100,X,X,111 010,110 010,111 001,111 010,X,110 100,111 001,X,X,101 001
Harper Jones,Nurse,011 001,100 100,011 001,X,111 100,111 001,X,011 010,100 100,010 010,100 100,110 010,111 010,111 001
Elijah Wright,Admin,111 100,X,111 001,101 100,010 010,111 010,X,111 100,X,101 100,X,111 010,101 100,001 001
William Harris,Doctor,011 001,110 010,100 100,101 100,001 001,111 010,010 010,110 100,111 001,011 001,X,010 010,X,010 010
Patricia Lopez,Nurse,X,101 100,100 100,X,X,011 001,111 010,010 010,101 100,X,011 001,111 100,111 010,111 010
Jennifer Nguyen,Doctor,X,111 100,111 010,100 100,111 001,X,X,101 001,111 001,111 010,011 010,X,100 100,100 100
Isabella Miller,Doctor,X,X,101 100,100 100,X,X,111 010,X,X,011 001,101 001,111 010,101 100,001 001
Barbara Lee,Admin,111 001,011 001,110 100,X,X,010 010,001 001,X,X,111 010,101 100,101 100,X,100 100
Alexander Moore,Nurse,111 001,X,111 010,111 010,111 001,100 100,101 100,X,101 001,011 010,101 100,110 100,X,010 010
Lisa Martin,Admin,111 100,111 001,X,100 100,011 001,X,X,X,111 001,001 001,101 100,011 001,100 100,X
James Walker,Doctor,111 100,111 001,100 100,010 010,X,111 010,111 001,110 010,110 100,100 100,011 010,001 001,011 010,X
Jennifer Williams,Nurse,X,001 001,001 001,111 001,011 010,111 001,X,100 100,111 010,101 001,001 001,111 010,101 100,X
Emma Hernandez,Nurse,111 010,001 001,110 010,001 001,111 100,100 100,111 100,111 100,110 010,X,X,X,110 010,100 100
William King,Doctor,X,111 001,X,111 010,X,111 001,111 100,100 100,X,111 001,110 010,111 010,111 001,111 010
Henry Wright,Doctor,X,011 010,001 001,111 100,010 010,111 001,X,100 100,101 001,X,001 001,X,110 010,X
Oliver Hernandez,Admin,X,X,X,111 100,110 010,100 100,110 100,X,111 001,X,X,X,110 010,111 100
Robert Young,Nurse,001 001,001 001,010 010,111 001,110 010,X,X,X,111 010,X,111 001,111 010,X,001 001
Noah Lee,Admin,001 001,111 010,X,X,110 010,001 001,X,011 001,011 001,001 001,001 001,111 100,011 010,111 100
John Flores,Admin,101 001,100 100,001 001,X,110 100,X,011 001,X,111 001,001 001,X,X,110 100,101 100
Michael Nguyen,Doctor,111 001,011 010,111 010,110 010,011 010,001 001,011 010,X,111 010,111 001,010 010,111 001,111 100,111 001
Evelyn Clark,Admin,111 001,X,X,111 001,111 001,X,001 001,100 100,001 001,X,X,101 001,011 010,111 100
Oliver Wright,Nurse,X,X,111 100,X,100 100,X,011 010,110 100,X,110 100,X,111 001,101 001,001 001
Dorothy Lee,Nurse,X,111 001,111 010,010 010,111 010,001 001,X,001 001,111 100,X,100 100,110 010,X,001 001
Elizabeth Thompson,Doctor,111 010,111 010,X,110 010,011 001,X,110 010,011 001,X,X,X,010 010,110 100,010 010
Henry Clark,Nurse,001 001,111 100,010 010,111 001,010 010,011 010,111 010,X,110 100,110 100,110 100,111 001,111 001,X
John Miller,Doctor,110 010,X,011 001,X,011 001,100 100,111 010,X,001 001,110 010,X,111 010,X,111 001
Susan Rodriguez,Admin,101 100,111 001,100 100,111 100,001 001,X,X,111 001,X,100 100,111 001,010 010,100 100,001 001
William Hill,Nurse,111 001,100 100,X,011 001,111 100,001 001,001 001,X,111 001,111 100,X,111 100,100 100,111 100
Richard Flores,Admin,X,110 010,X,110 010,111 100,101 001,100 100,X,X,X,101 001,101 001,X,111 100
Noah Jackson,Nurse,111 010,X,001 001,101 001,X,101 001,111 010,101 001,X,111 100,111 010,010 010,111 010,100 100
Harper Clark,Admin,001 001,111 010,001 001,001 001,101 100,X,111 100,X,101 100,X,110 010,111 010,101 001,111 100
Elizabeth Anderson,Nurse,111 100,111 001,110 010,111 100,X,X,X,111 010,101 100,X,101 001,X,X,010 010
Charlotte Hill,Nurse,X,111 100,101 100,101 001,X,X,111 001,111 010,101 001,111 010,011 010,111 010,110 100,011 010
Mia White,Doctor,111 100,111 001,101 001,101 100,001 001,111 100,X,X,111 100,X,111 010,100 100,111 001,011 010
Charlotte Martinez,Admin,110 010,111 001,111 010,110 010,X,X,111 100,X,111 001,110 100,X,110 010,111 010,010 010
James Gonzalez,Nurse,110 010,100 100,110 010,010 010,011 010,010 010,101 100,110 010,011 001,X,111 010,X,011 010,111 100
Olivia Brown,Nurse,110 100,X,100 100,X,111 001,X,111 100,101 100,X,100 100,111 100,X,X,101 100
Robert Lewis,Nurse,X,001 001,X,001 001,111 010,111 010,011 001,111 100,X,100 100,X,111 001,111 001,101 100
Isabella Brown,Admin,110 010,X,100 100,001 001,010 010,111 001,101 001,010 010,111 010,100 100,111 100,110 010,101 001,010 010
Charles Flores,Nurse,010 010,110 010,111 100,001 001,111 100,100 100,X,010 010,001 001,X,110 010,001 001,X,011 001
Linda Smith,Nurse,100 100,X,111 010,X,001 001,011 010,010 010,110 100,X,111 001,111 010,010 010,011 010,111 001
Thomas Jones,Doctor,100 100,X,001 001,010 010,010 010,111 100,110 100,111 100,111 001,001 001,011 010,X,X,110 100
Margaret Harris,Nurse,101 001,011 001,X,011 010,X,101 100,X,100 100,011 001,X,X,111 100,011 010,010 010
Amelia Thompson,Admin,110 010,100 100,110 010,100 100,110 100,X,111 001,X,111 010,111 001,100 100,101 001,001 001,110 100
Amelia Nguyen,Nurse,111 001,111 001,001 001,010 010,111 001,011 001,101 100,X,111 001,100 100,001 001,X,100 100,X
Margaret Thompson,Nurse,X,111 001,011 001,010 010,X,X,X,110 010,100 100,X,100 100,X,011 001,X
Alexander Hill,Nurse,011 001,X,X,X,X,X,001 001,110 100,101 001,X,111 100,010 010,111 100,011 001
Michael Lopez,Nurse,010 010,101 001,111 001,001 001,111 010,X,X,X,101 100,001 001,110 010,100 100,100 100,111 100
Lisa Walker,Admin,X,110 100,X,111 010,X,011 001,100 100,001 001,111 100,X,011 010,X,111 001,011 010
David Ramirez,Doctor,111 010,010 010,111 010,111 001,111 100,111 001,011 010,010 010,110 100,010 010,110 100,X,X,011 001
Benjamin Lopez,Admin,111 010,100 100,X,111 100,010 010,100 100,100 100,111 100,011 010,010 010,011 001,110 100,110 010,110 010
Isabella Ramirez,Doctor,100 100,111 010,111 001,X,111 100,X,X,010 010,100 100,X,X,011 010,X,100 100
Evelyn Ramirez,Doctor,011 001,011 001,111 100,111 100,111 100,010 010,001 001,111 001,111 001,101 100,011 010,011 010,X,X
Lucas Martin,Nurse,100 100,001 001,011 001,100 100,001 001,101 100,110 100,111 100,101 100,111 001,X,111 010,011 001,111 100
Amelia Flores,Nurse,X,110 100,101 001,101 100,010 010,011 010,X,111 001,111 001,X,111 100,101 100,001 001,101 001
Barbara Hill,Doctor,001 001,110 100,X,011 010,011 010,X,111 010,111 100,111 010,100 100,X,011 010,100 100,010 010
Olivia Johnson,Admin,111 100,011 001,011 001,011 001,X,X,X,001 001,001 001,X,010 010,111 001,X,001 001
Lisa Taylor,Nurse,110 010,111 001,111 010,011 001,110 010,100 100,X,100 100,001 001,111 001,111 100,001 001,111 100,001 001
Ava Lewis,Nurse,X,X,X,100 100,111 001,X,001 001,110 100,101 100,011 001,111 010,011 001,110 010,101 100
Mia Garcia,Admin,111 001,111 001,111 010,110 100,X,X,X,011 001,X,101 100,111 010,X,111 010,X
Olivia Martin,Nurse,X,001 001,010 010,100 100,X,010 010,111 100,X,111 001,100 100,101 001,011 010,111 100,110 010
Henry Ramirez,Doctor,110 100,X,110 100,110 100,X,X,101 100,X,011 001,X,111 001,111 001,001 001,X
William Allen,Doctor,010 010,011 010,X,111 010,101 001,X,X,010 010,110 010,X,111 100,X,101 100,X
Amelia Moore,Nurse,101 001,001 001,101 100,111 010,111 010,001 001,001 001,111 010,100 100,101 001,100 100,100 100,101 100,100 100
Olivia Garcia,Nurse,111 010,X,X,101 100,X,101 001,111 100,X,010 010,X,111 001,X,010 010,001 001
Elijah Flores,Admin,X,111 001,101 001,111 010,X,X,010 010,X,011 010,X,X,X,X,X
Charles Thomas,Nurse,111 001,X,100 100,X,001 001,110 100,001 001,001 001,110 010,111 001,011 001,111 001,X,100 100
Jennifer Davis,Nurse,010 010,X,X,111 010,X,010 010,010 010,X,100 100,X,101 100,100 100,011 001,X
James Thomas,Doctor,X,101 100,100 100,X,110 100,101 001,111 100,X,111 001,101 001,100 100,X,011 001,111 100
Olivia Sanchez,Admin,100 100,100 100,101 001,111 100,100 100,101 001,001 001,110 100,001 001,111 010,X,011 001,111 001,100 100
Lisa King,Nurse,X,010 010,010 010,111 010,101 001,010 010,X,111 100,110 100,001 001,X,101 001,X,111 001
Amelia King,Admin,100 100,011 010,100 100,001 001,100 100,100 100,100 100,110 010,100 100,010 010,110 010,X,110 010,101 100
Elizabeth Torres,Nurse,011 001,X,111 100,X,111 001,111 001,101 001,001 001,X,010 010,100 100,X,101 100,110 100
Charlotte Clark,Admin,110 010,111 100,010 010,001 001,111 010,111 100,X,100 100,111 100,001 001,111 100,110 100,X,110 010
Elijah Ramirez,Doctor,110 100,001 001,111 100,100 100,111 100,X,X,100 100,111 010,X,X,010 010,X,X
Richard Rodriguez,Doctor,111 100,010 010,101 001,X,X,001 001,111 001,111 001,111 100,111 100,X,011 010,001 001,111 100
Evelyn Hill,Nurse,011 001,111 100,110 010,100 100,110 010,X,101 100,X,X,111 100,001 001,101 001,100 100,110 100
Liam Taylor,Doctor,X,111 001,010 010,X,X,X,011 001,111 001,111 100,100 100,100 100,010 010,100 100,101 001
Patricia Rodriguez,Admin,010 010,011 001,111 100,X,X,001 001,111 001,001 001,X,101 100,111 010,100 100,110 100,111 001
Sophia Taylor,Doctor,X,010 010,X,011 001,010 010,X,010 010,111 100,100 100,111 001,011 010,110 100,X,110 010
Thomas Lopez,Admin,100 100,001 001,X,010 010,X,111 010,X,111 100,X,X,101 001,111 010,110 010,110 010
John Torres,Doctor,001 001,001 001,101 001,X,111 100,101 001,111 001,110 010,110 010,011 001,X,X,110 010,X
Amelia Hernandez,Nurse,X,111 010,110 100,X,100 100,010 010,001 001,001 001,001 001,100 100,X,100 100,110 010,111 100
Lucas Johnson,Nurse,110 010,111 001,111 001,X,111 100,110 010,X,X,100 100,111 010,100 100,100 100,111 010,X
Charlotte Harris,Doctor,100 100,X,111 001,110 100,111 010,001 001,111 010,010 010,001 001,111 100,X,001 001,111 100,X
Mary Scott,Nurse,001 001,X,110 100,100 100,111 001,110 010,100 100,100 100,X,111 010,111 001,101 001,101 001,100 100
Lucas Thomas,Admin,X,011 001,011 010,111 001,011 001,111 100,110 010,011 001,111 100,010 010,110 010,X,X,111 001
Isabella Taylor,Nurse,111 100,111 010,110 100,100 100,001 001,X,111 100,101 001,111 001,111 100,010 010,X,001 001,001 001
Elijah Hernandez,Admin,X,100 100,011 010,011 010,010 010,100 100,X,100 100,111 100,001 001,101 001,101 001,X,110 010
Henry Anderson,Nurse,011 001,111 001,X,X,X,X,100 100,010 010,101 100,111 001,110 100,001 001,100 100,011 001
Robert Miller,Admin,100 100,010 010,111 010,100 100,001 001,111 100,101 100,111 001,110 010,011 001,010 010,111 001,110 100,101 001
Evelyn Brown,Nurse,011 001,111 100,101 100,X,001 001,100 100,X,111 010,111 001,110 010,101 001,110 010,101 100,111 010
Jennifer Martin,Nurse,X,100 100,100 100,X,X,100 100,X,101 100,X,011 010,110 010,010 010,101 001,011 001
Barbara Hernandez,Admin,110 100,111 001,111 100,010 010,010 010,X,001 001,101 001,111 100,X,101 001,101 001,X,111 010
Olivia Allen,Doctor,X,010 010,111 010,101 100,011 010,111 001,X,X,010 010,100 100,001 001,001 001,X,101 001
Margaret Davis,Doctor,111 010,111 001,001 001,001 001,X,111 010,011 010,101 100,X,100 100,110 010,101 100,110 100,111 010
Lisa Clark,Admin,111 010,010 010,X,X,X,X,110 100,X,100 100,001 001,011 010,111 100,011 010,101 001
Linda Williams,Admin,111 100,X,X,011 010,X,001 001,100 100,100 100,111 001,111 001,100 100,X,111 010,111 001
Richard Miller,Doctor,110 010,101 001,110 010,001 001,X,110 010,111 100,111 010,111 010,010 010,001 001,X,111 010,X
John Perez,Nurse,111 100,111 001,101 100,101 001,001 001,111 100,110 010,001 001,010 010,100 100,100 100,011 010,111 001,X
David Wright,Nurse,011 010,X,100 100,101 100,X,111 010,111 001,011 010,101 001,001 001,011 001,X,111 001,111 010
Emma Davis,Admin,X,011 001,111 010,010 010,111 010,101 100,101 100,X,100 100,010 010,101 001,110 010,010 010,100 100
William Jackson,Admin,111 010,011 010,101 001,111 010,101 100,X,X,100 100,100 100,X,001 001,101 001,110 100,110 010
Barbara White,Nurse,X,100 100,010 010,X,110 100,010 010,X,111 010,011 010,X,111 001,X,X,011 001
Mia Torres,Doctor,110 100,111 010,001 001,010 010,111 001,101 100,101 001,010 010,111 100,111 100,100 100,001 001,011 010,111 010
Sophia Torres,Doctor,X,111 100,100 100,X,100 100,011 010,111 100,101 100,111 100,X,010 010,X,111 100,X
Alexander Ramirez,Doctor,100 100,111 010,101 100,100 100,110 010,111 010,100 100,X,X,001 001,X,111 100,111 001,100 100
Elizabeth Flores,Nurse,111 100,100 100,111 010,X,X,001 001,X,110 100,X,110 100,100 100,X,100 100,001 001
John Garcia,Nurse,X,011 001,001 001,X,001 001,011 010,X,X,011 010,011 001,111 100,100 100,100 100,X
Linda Scott,Nurse,100 100,011 001,010 010,110 100,100 100,111 001,X,101 100,010 010,X,X,100 100,X,011 001
Barbara Martinez,Admin,111 001,X,X,011 010,100 100,010 010,011 010,001 001,111 001,111 010,X,X,011 010,011 010
Liam Johnson,Admin,111 001,101 100,010 010,010 010,010 010,111 010,X,010 010,X,010 010,001 001,X,001 001,101 100
Charles Allen,Doctor,101 001,111 100,X,110 010,110 010,001 001,100 100,111 100,111 010,001 001,011 001,101 100,100 100,111 100
David Clark,Admin,110 100,111 100,101 001,X,010 010,101 100,110 010,X,111 001,111 010,010 010,X,X,110 010
Linda Moore,Nurse,111 001,011 001,X,X,X,001 001,X,111 100,010 010,X,X,010 010,101 001,X
Ava Scott,Doctor,111 001,110 100,010 010,100 100,100 100,111 010,X,111 010,111 010,111 010,110 010,X,X,101 001
Henry Martinez,Doctor,010 010,001 001,111 001,101 100,X,110 010,X,111 100,111 001,011 001,001 001,010 010,110 100,101 100
Elijah Martinez,Admin,X,X,010 010,X,111 001,001 001,001 001,111 100,101 001,011 001,111 001,110 100,X,010 010
Noah Lewis,Nurse,111 100,111 100,001 001,101 100,010 010,110 010,X,001 001,111 100,100 100,111 100,101 100,010 010,X
David Flores,Admin,110 010,X,100 100,X,X,011 001,011 001,011 001,101 001,010 010,111 010,X,110 100,011 010
Elijah Nguyen,Doctor,111 001,010 010,111 100,X,100 100,111 010,101 100,X,X,X,101 001,010 010,001 001,100 100
John Martinez,Nurse,110 100,011 001,110 010,001 001,111 010,010 010,110 010,011 001,111 001,011 010,010 010,100 100,X,X
Lucas Jones,Nurse,001 001,100 100,X,X,X,100 100,101 001,111 100,110 100,111 010,011 001,001 001,111 001,111 010
Alexander Allen,Nurse,X,X,111 010,110 100,X,110 010,010 010,X,111 100,X,010 010,001 001,100 100,110 100
Susan Sanchez,Admin,X,001 001,101 100,001 001,101 001,X,010 010,101 100,001 001,111 001,110 010,X,111 001,X
David Johnson,Admin,010 010,X,110 100,011 001,100 100,111 100,100 100,111 010,111 010,001 001,100 100,111 100,011 010,X
Linda Jackson,Admin,111 001,101 100,001 001,001 001,111 100,010 010,111 001,100 100,010 010,110 100,X,X,X,100 100
Isabella Walker,Doctor,X,111 100,110 100,111 001,101 100,010 010,111 001,111 001,011 010,111 010,X,X,111 100,010 010
Emma Clark,Admin,X,111 010,101 001,X,111 001,111 010,X,001 001,X,010 010,100 100,111 100,101 100,100 100
Ava Thomas,Admin,X,111 010,011 001,X,100 100,X,111 100,100 100,X,100 100,011 010,001 001,010 010,X
Emma Lopez,Doctor,X,001 001,111 001,001 001,X,010 010,X,110 100,100 100,111 001,001 001,111 100,111 010,X
Elizabeth Sanchez,Doctor,X,X,X,X,X,111 100,X,100 100,110 100,010 010,X,111 001,X,111 001
Richard Moore,Doctor,110 100,010 010,X,111 100,001 001,101 100,111 010,101 100,111 100,111 010,011 010,100 100,X,110 010
Liam Rodriguez,Admin,111 010,X,010 010,X,001 001,111 100,111 100,001 001,X,001 001,111 100,X,111 001,011 001
Mary Wright,Nurse,100 100,111 100,001 001,X,010 010,011 010,X,X,010 010,010 010,X,010 010,100 100,X
Robert Garcia,Doctor,111 010,111 010,010 010,011 001,101 100,111 100,111 001,X,111 010,110 010,101 100,011 010,011 001,101 100
William Taylor,Doctor,X,X,111 010,010 010,010 010,100 100,X,010 010,011 001,111 001,101 100,100 100,100 100,X
Benjamin Nguyen,Admin,110 100,X,111 001,101 100,101 001,111 010,X,100 100,110 010,X,011 001,X,X,X
Barbara Walker,Admin,100 100,101 100,111 100,110 010,111 010,010 010,111 010,X,110 010,011 010,111 001,X,010 010,001 001
Joseph Lee,Nurse,011 001,111 010,111 010,X,111 010,X,110 010,101 001,110 010,X,101 001,101 100,101 001,100 100
Lisa Smith,Nurse,X,X,X,110 010,111 100,111 100,010 010,X,111 001,011 001,001 001,011 010,X,111 010
Mary King,Doctor,110 010,111 001,X,100 100,100 100,110 100,X,111 100,X,100 100,X,001 001,101 100,X
Isabella Flores,Doctor,X,111 010,100 100,110 100,111 100,111 001,111 001,110 100,111 001,011 001,111 001,010 010,100 100,X
